 Query_sequence	HMM_Name	Significance_Evalue	Score
0000466206	PF00881.19	1.2e-24	86.4
0000464669	PF00881.19	1e-17	63.8
0000462882	PF00882.13	1.7e-13	49.9
0000465936	PF00903.20	1.5e-19	69.6
0000466639	PF00903.20	2.3e-15	56.1
0000462623	PF00903.20	7.9e-13	47.9
0000465578	PF00903.20	1.7e-11	43.6
0000468345	PF00903.20	2.7e-11	42.9
0000467615	PF00903.20	7.7e-11	41.5
0000461788	PF01325.14	2.7e-12	45.8
0000462812	PF01473.15	6.5e-38	126.3
0000465710	PF01473.15	1e-13	50.0
0000464749	PF01473.15	1.5e-13	49.5
0000467506	PF01473.15	2.6e-12	45.6
0000468879	PF01473.15	4.3e-12	44.9
0000462657	PF01636.18	1.2e-21	76.9
0000462185	PF01636.18	6.4e-19	68.0
0000465746	PF01636.18	1.5e-18	66.8
0000468292	PF01636.18	1.6e-13	50.4
0000469664	PF01885.11	2.9e-53	179.3
0000462398	PF01909.18	1.5e-10	40.7
0000467898	PF01909.18	1.6e-10	40.6
0000462738	PF02265.11	2.8e-42	144.5
0000462704	PF02265.11	2.2e-33	115.4
0000469610	PF02452.12	3.6e-32	110.2
0000468244	PF02452.12	3.3e-30	103.9
0000465368	PF02452.12	1.1e-25	89.4
0000463250	PF02452.12	2.3e-25	88.4
0000464624	PF02452.12	3e-25	88.0
0000463361	PF02452.12	7.7e-23	80.2
0000464954	PF02452.12	8.3e-23	80.1
0000467687	PF02452.12	1.1e-10	41.0
0000461426	PF02742.10	2.1e-14	52.4
0000461788	PF02742.10	6e-13	47.7
0000461784	PF02742.10	1.4e-11	43.3
0000468522	PF03372.18	4.6e-24	85.1
0000462147	PF03372.18	7.2e-18	64.8
0000467839	PF03372.18	1.2e-16	60.8
0000466088	PF03372.18	9.9e-14	51.3
0000462724	PF03372.18	2.4e-13	50.0
0000463886	PF03372.18	1.2e-10	41.1
0000465956	PF03837.9	1.5e-60	203.3
0000464996	PF03837.9	2.6e-30	104.6
0000464533	PF04221.7	6.3e-13	47.7
0000466266	PF04221.7	1.6e-10	40.0
0000464660	PF04488.10	4.7e-14	52.0
0000462419	PF04740.7	3.6e-17	62.2
0000467893	PF05016.9	3.6e-14	52.3
0000462823	PF05105.7	8.4e-45	150.7
0000464644	PF05105.7	2.5e-37	126.6
0000463777	PF05193.16	2.8e-32	111.3
0000464133	PF05193.16	1.5e-29	102.4
0000460014	PF05193.16	7.6e-23	80.5
0000469924	PF05193.16	1.2e-16	60.4
0000463997	PF05193.16	4.3e-16	58.5
0000465071	PF05860.8	8.2e-49	163.8
0000463513	PF06414.7	4.6e-39	133.0
0000460169	PF07883.6	6.4e-17	60.2
0000468725	PF07883.6	1.1e-16	59.4
0000464178	PF07883.6	2.5e-13	48.7
0000465196	PF07883.6	3.2e-13	48.4
0000460069	PF07883.6	3.9e-13	48.1
0000461958	PF07883.6	7.1e-13	47.3
0000462322	PF07883.6	1.4e-11	43.1
0000466537	PF07927.7	8.4e-16	57.0
0000463997	PF08367.6	1e-63	213.9
0000460014	PF08367.6	8e-53	178.2
0000468172	PF08845.5	1.1e-10	40.6
0000461158	PF10502.4	5e-16	57.9
0000461608	PF11647.3	3.1e-11	42.1
0000465127	PF13091.1	5.4e-37	125.8
0000460679	PF13091.1	2e-35	120.7
0000465391	PF13091.1	2.3e-34	117.2
0000461624	PF13091.1	1.1e-31	108.6
0000467244	PF13091.1	3e-30	104.0
0000469347	PF13091.1	3.2e-25	87.7
0000467948	PF13091.1	3e-12	45.8
0000469370	PF13091.1	1.7e-11	43.4
0000464988	PF13517.1	3e-31	106.9
0000465845	PF13517.1	7.4e-13	48.1
0000461411	PF13941.1	2.5e-162	539.7
0000468315	PF13950.1	4e-33	112.5
0000464615	PF13950.1	1e-17	63.2
0000463522	PF13950.1	1.4e-16	59.6
0000464020	PF13958.1	3.1e-29	101.1
0000465278	PF14001.1	5.7e-36	122.0
0000467238	PF14035.1	4.4e-11	42.1
0000468126	PF14057.1	1.2e-191	635.0
0000468367	PF14057.1	1.7e-190	631.2
0000460982	PF14057.1	2e-35	121.5
0000464501	PF14057.1	1.4e-31	108.9
0000464647	PF15607.1	2.8e-27	94.4
0000461158	TIGR02771	8.5e-11	40.8
0000464644	TIGR01593	2.2e-31	107.6
0000462823	TIGR01593	5.1e-29	99.9
0000534784	K03699_483	7e-131	435.9
0000534688	K03699_483	2.2e-116	388.0
0000533722	K03699_483	8.1e-87	290.6
0000539254	K03699_483	2.2e-31	107.9
0000530033	K06972_355	9.6e-288	956.2
0000538927	K06972_355	9.7e-87	290.9
0000536613	K06972_355	8.7e-18	62.6
0000530128	K06972_355	8.8e-16	56.0
0000531761	K06972_355	3.2e-15	54.1
0000537953	K11021_124	1.7e-14	52.1
0000533859	K11060_3	4.8e-28	97.1
0000536913	K11060_3	4.3e-27	94.0
0000530012	K11060_3	2.3e-26	91.6
0000530273	K11060_3	8e-25	86.5
0000535982	K11060_3	2.2e-13	48.7
0000537478	K11060_3	5.9e-12	44.0
0000530012	K11061_2	4.6e-11	40.7
0000530012	K11062_2	2.7e-23	81.3
0000539023	K11062_2	1.8e-13	48.8
0000530273	K11062_2	9.5e-12	43.2
0000534127	K11063_6	2.7e-31	106.6
0000536797	K11063_6	6.7e-23	78.8
0000532774	K11063_6	7.6e-13	45.4
0000539945	K11063_6	1.4e-11	41.2
0000537051	K11063_6	2.3e-11	40.5
0000535517	K11068_1278_95_625	4.9e-68	227.9
0000539959	K11068_1278_95_625	2.4e-63	212.5
0000538827	K12340_892	2.9e-93	312.1
0000530150	K12340_892	5.5e-92	307.9
0000533165	K12340_892	1.7e-58	197.5
0000536993	K12340_892	1.5e-56	191.1
0000538665	K12340_892	6.4e-41	139.6
0000534033	K12340_892	1.2e-39	135.5
0000531880	K12340_892	4.2e-32	110.6
0000539738	K12340_892	2.2e-19	68.7
0000535076	K12340_892	8.5e-14	50.3
0000531761	PF00675.15	2.2e-25	88.6
0000536613	PF00675.15	6.7e-16	57.8
0000530128	PF00675.15	4.3e-14	51.9
0000539750	PF00717.18	6.6e-21	73.1
0000533233	PF00717.18	1.9e-18	65.2
0000536690	PF00717.18	8e-18	63.3
0000539829	PF00717.18	6.5e-16	57.2
0000533776	PF00717.18	6.6e-16	57.1
0000535121	PF00717.18	1.4e-14	52.9
0000531415	PF00717.18	2.5e-13	48.9
0000534726	PF00873.14	0	1054.8
0000535075	PF00873.14	4.1e-200	666.2
0000539236	PF00873.14	3.6e-196	653.1
0000533155	PF00873.14	4.5e-195	649.5
0000538445	PF00873.14	4e-192	639.7
0000533166	PF00873.14	4.3e-148	493.9
0000530593	PF00873.14	2.2e-116	389.0
0000531783	PF00873.14	1.4e-61	207.5
0000539856	PF00881.19	1.1e-32	112.6
0000536638	PF00881.19	3.7e-31	107.6
0000531607	PF00881.19	3.4e-28	97.9
0000536026	PF00881.19	7.1e-26	90.4
0000539102	PF00882.13	4e-11	42.2
0000533017	PF00903.20	2.6e-12	46.2
0000534226	PF00903.20	8.4e-12	44.6
0000535831	PF01325.14	1.6e-11	43.3
0000537856	PF01325.14	9.3e-11	40.9
0000534127	PF01473.15	5.1e-61	199.1
0000537051	PF01473.15	1.9e-35	118.5
0000532774	PF01473.15	1.2e-30	103.4
0000538329	PF01473.15	1.9e-18	64.9
0000533382	PF01473.15	5.9e-18	63.4
0000530946	PF01473.15	2.2e-14	52.1
0000536797	PF01473.15	6e-13	47.6
0000531234	PF01636.18	9.6e-15	54.4
0000538554	PF02452.12	1.4e-31	108.3
0000533721	PF02452.12	2.5e-30	104.3
0000536352	PF02452.12	3e-30	104.1
0000535234	PF02452.12	5e-25	87.3
0000537856	PF02742.10	8.2e-15	53.7
0000537189	PF02742.10	1.9e-14	52.5
0000535772	PF02742.10	6.8e-14	50.7
0000535451	PF02742.10	9.8e-14	50.2
0000535831	PF02742.10	8e-13	47.3
0000538091	PF02742.10	2.5e-12	45.7
0000530986	PF03372.18	1.6e-29	103.0
0000535422	PF03372.18	1.7e-26	93.1
0000533869	PF03372.18	6.3e-26	91.2
0000537168	PF03372.18	8.4e-26	90.8
0000537286	PF03372.18	8.1e-13	48.3
0000538805	PF03372.18	6.1e-11	42.1
0000530199	PF04221.7	1.5e-18	65.7
0000534141	PF04221.7	3.3e-17	61.4
0000536944	PF04221.7	1.1e-15	56.6
0000530622	PF04221.7	6.3e-12	44.5
0000531991	PF04488.10	1.1e-13	50.8
0000535966	PF05015.8	7.4e-29	99.2
0000538204	PF05016.9	9.8e-14	50.9
0000537203	PF05016.9	1.9e-11	43.6
0000532882	PF05105.7	1.1e-34	118.0
0000530156	PF05105.7	1.6e-17	62.6
0000531761	PF05193.16	3.5e-25	88.1
0000530033	PF05193.16	5.8e-21	74.4
0000530129	PF05193.16	3.3e-20	71.9
0000536614	PF05193.16	1.1e-18	66.9
0000536613	PF05193.16	1.5e-16	60.0
0000534376	PF07691.7	2.3e-18	65.6
0000530804	PF07883.6	3.6e-16	57.8
0000536324	PF07883.6	1e-15	56.3
0000531918	PF07883.6	4.5e-13	47.9
0000530341	PF07883.6	6.6e-13	47.4
0000534270	PF07883.6	1.4e-12	46.3
0000538821	PF07883.6	7.6e-12	44.0
0000531445	PF07883.6	2.7e-11	42.2
0000530194	PF07927.7	1.2e-17	63.0
0000538383	PF07927.7	4.1e-13	48.4
0000530033	PF08367.6	6.5e-53	178.5
0000538927	PF08367.6	4.6e-37	126.6
0000535421	PF13091.1	1.2e-34	118.1
0000532451	PF13091.1	3.7e-27	94.0
0000534208	PF13091.1	8.2e-27	92.8
0000531766	PF13091.1	1e-26	92.5
0000533855	PF13091.1	4.5e-26	90.5
0000530051	PF13091.1	3.8e-25	87.5
0000536667	PF13091.1	2e-24	85.1
0000531208	PF13091.1	3.1e-23	81.3
0000530945	PF13091.1	7.7e-19	67.1
0000536008	PF13091.1	2.6e-12	46.0
0000533150	PF13517.1	1.2e-10	41.0
0000538135	PF13941.1	1.4e-77	260.4
0000533875	PF13950.1	1.8e-33	113.6
0000530587	PF13950.1	1.2e-32	111.1
0000539306	PF13950.1	2.7e-32	109.9
0000539764	PF13950.1	5.9e-28	96.0
0000535386	PF13950.1	3.5e-26	90.3
0000538839	PF13950.1	2e-20	71.9
0000532149	PF13950.1	1.2e-18	66.2
0000533621	PF13950.1	2.7e-18	65.0
0000535380	PF13985.1	5.9e-59	196.7
0000537386	PF13987.1	2.3e-57	190.7
0000533400	PF13995.1	1.7e-36	123.5
0000536333	PF14031.1	1.2e-18	66.5
0000534351	PF14052.1	3.8e-116	387.9
0000538479	PF14055.1	2.1e-15	55.6
0000539819	PF14057.1	5e-193	639.5
0000532989	PF14057.1	1.9e-192	637.6
0000531413	PF14058.1	9e-33	112.8
0000535841	PF15542.1	2.9e-14	52.9
0000530200	TIGR00053	1.1e-25	89.2
0000534140	TIGR00053	1.5e-23	82.3
0000536943	TIGR00053	1.5e-22	79.1
0000530621	TIGR02116	1.2e-32	111.0
0000534140	TIGR02385	1.2e-27	95.4
0000530200	TIGR02385	1.3e-27	95.2
0000536943	TIGR02385	7.2e-26	89.6
0000532882	TIGR01593	8.8e-23	79.7
0000530156	TIGR01593	4.5e-12	45.1
0000101479	K01186_172	5.2e-102	340.9
0000108781	K01186_172	1.3e-17	63.1
0000107091	K01197_243	2.8e-150	500.1
0000103499	K01197_243	3e-12	45.0
0000103497	K01197_243	3.6e-12	44.7
0000101482	K01197_243	3e-11	41.7
0000100645	K03699_483	4.7e-160	532.0
0000104880	K03699_483	6.2e-146	485.5
0000109339	K03699_483	2.9e-142	473.4
0000108901	K03699_483	1.6e-140	467.6
0000101871	K03699_483	6.2e-130	432.7
0000101048	K03699_483	1.4e-127	424.9
0000109510	K03699_483	6.7e-124	412.8
0000104712	K03699_483	1.9e-112	375.1
0000108316	K03699_483	1e-108	362.8
0000104491	K03699_483	2e-103	345.4
0000101773	K03699_483	1.4e-101	339.3
0000108684	K03699_483	1.8e-84	282.9
0000108461	K06972_355	1.1e-297	989.1
0000101079	K06972_355	2.5e-290	964.8
0000103224	K06972_355	1.1e-38	131.8
0000101925	K06972_355	1.1e-21	75.6
0000107204	K06972_355	1.4e-18	65.2
0000109369	K10814_8	8.9e-14	50.5
0000109368	K10815_8	7.8e-33	112.6
0000105851	K10815_8	2.6e-18	64.7
0000109366	K10815_8	4e-13	47.7
0000109365	K10816_8	3.9e-54	183.0
0000101421	K10816_8	9.1e-17	59.9
0000107281	K10816_8	1.9e-12	45.6
0000105850	K10816_8	4.8e-12	44.3
0000103151	K11005_20	7.9e-50	169.0
0000107184	K11016_57	9.4e-23	78.9
0000103062	K11021_124	9.9e-13	46.2
0000101498	K11021_124	4.6e-12	44.1
0000100131	K11022_5	4.3e-20	71.1
0000103151	K11029_8	1.3e-20	71.6
0000101909	K11059_3	8.8e-14	49.8
0000100873	K11060_3	1.8e-17	62.2
0000103384	K11060_3	3.5e-14	51.4
0000109218	K11060_3	3.9e-14	51.2
0000109850	K11060_3	7e-14	50.4
0000103579	K11060_3	1.2e-13	49.7
0000102950	K11060_3	2.7e-13	48.5
0000101909	K11060_3	4.3e-13	47.8
0000102951	K11060_3	6.5e-13	47.2
0000104586	K11060_3	5.5e-12	44.1
0000106549	K11060_3	8.9e-12	43.4
0000106550	K11060_3	6.3e-11	40.6
0000101344	K11060_3	7.9e-11	40.3
0000101909	K11062_2	9.9e-28	96.0
0000103924	K11062_2	6.8e-26	89.9
0000108266	K11062_2	6.8e-23	80.0
0000109865	K11062_2	2.1e-20	71.8
0000100152	K11062_2	2.1e-18	65.2
0000109183	K11062_2	3.1e-12	44.8
0000101346	K11062_2	1.5e-11	42.5
0000101641	K11063_6	2.3e-33	113.5
0000106435	K11063_6	4.4e-24	82.7
0000106148	K11063_6	1.6e-23	80.9
0000104989	K11063_6	7.5e-23	78.6
0000109940	K11063_6	2.2e-22	77.1
0000100147	K11063_6	2.4e-12	43.7
0000106923	K11063_6	4.6e-12	42.8
0000106899	K11068_1278_95_625	2.7e-66	222.2
0000103346	K12340_892	7.5e-85	284.4
0000106212	K12340_892	7.3e-70	235.0
0000100537	K12340_892	6.8e-28	96.7
0000107184	K15125_378	1.6e-288	959.5
0000106480	PF00246.19	4.1e-40	137.5
0000108247	PF00267.16	2.8e-104	348.4
0000100089	PF00652.17	9.1e-17	60.6
0000101925	PF00675.15	1.9e-40	137.4
0000107204	PF00675.15	3.3e-27	94.5
0000101449	PF00675.15	3e-24	84.9
0000109978	PF00675.15	5.4e-23	80.8
0000103224	PF00675.15	6.9e-13	48.0
0000108310	PF00717.18	3.4e-20	70.9
0000101655	PF00717.18	1.1e-17	62.9
0000101191	PF00717.18	1.5e-17	62.4
0000105043	PF00717.18	6.4e-17	60.4
0000103301	PF00717.18	4.4e-15	54.5
0000101763	PF00717.18	2.9e-14	51.9
0000104972	PF00717.18	1.8e-13	49.3
0000100918	PF00717.18	3.4e-13	48.4
0000100543	PF00717.18	5.6e-13	47.7
0000104614	PF00717.18	1.8e-12	46.1
0000101622	PF00873.14	0	1376.6
0000102303	PF00873.14	1.1e-187	625.1
0000100538	PF00873.14	1.9e-177	591.1
0000104484	PF00873.14	1.1e-160	535.7
0000103488	PF00873.14	2.7e-158	527.7
0000106967	PF00873.14	7.6e-130	433.5
0000100536	PF00873.14	1.4e-100	336.6
0000104137	PF00873.14	2.1e-65	220.2
0000106542	PF00881.19	2e-35	121.5
0000107635	PF00881.19	1.4e-33	115.5
0000101321	PF00881.19	3.9e-32	110.7
0000106688	PF00881.19	1.4e-28	99.1
0000106390	PF00881.19	2.8e-27	94.9
0000108028	PF00881.19	6.2e-27	93.8
0000104656	PF00881.19	2.4e-24	85.4
0000104002	PF00881.19	1.5e-21	76.3
0000100397	PF00881.19	2.6e-21	75.5
0000101049	PF00882.13	3.2e-16	58.8
0000101376	PF00903.20	9.5e-27	92.9
0000104190	PF00903.20	1.6e-18	66.3
0000103712	PF00903.20	3.9e-18	65.0
0000103713	PF00903.20	2.2e-17	62.6
0000103280	PF01325.14	1.3e-14	53.2
0000101641	PF01473.15	4.4e-48	158.4
0000109940	PF01473.15	3.1e-44	146.2
0000106148	PF01473.15	1.7e-23	80.9
0000106923	PF01473.15	9.4e-16	56.4
0000104989	PF01473.15	9.9e-15	53.2
0000106435	PF01473.15	4.2e-11	41.8
0000105682	PF01885.11	6.7e-44	148.8
0000105855	PF01909.18	1.2e-11	44.2
0000108683	PF02452.12	2.9e-32	110.5
0000100893	PF02452.12	5.5e-32	109.6
0000104176	PF02452.12	3.4e-31	107.1
0000102122	PF02452.12	3.3e-30	103.9
0000108019	PF02452.12	1.3e-29	102.0
0000108728	PF02452.12	6e-28	96.6
0000103540	PF02452.12	1.9e-21	75.7
0000108318	PF02742.10	1.9e-15	55.7
0000101471	PF02742.10	2.3e-14	52.2
0000101710	PF02742.10	2.6e-14	52.0
0000100171	PF02742.10	5.1e-13	47.9
0000103280	PF02742.10	6.2e-11	41.2
0000101939	PF03372.18	1.6e-25	89.9
0000104523	PF03372.18	8.9e-25	87.4
0000103788	PF03372.18	4.7e-20	72.0
0000105055	PF03372.18	8.8e-20	71.1
0000102503	PF03372.18	6.9e-19	68.1
0000100240	PF03372.18	1.4e-13	50.8
0000107699	PF03372.18	5.4e-12	45.6
0000101204	PF03837.9	1.1e-43	148.3
0000106742	PF04221.7	2.5e-13	49.0
0000104295	PF04488.10	2.9e-14	52.7
0000104419	PF04488.10	2.5e-11	43.3
0000109881	PF04734.8	3.4e-14	51.1
0000103736	PF04734.8	4.6e-11	40.7
0000105958	PF05016.9	5.2e-16	58.2
0000107654	PF05016.9	1.4e-14	53.6
0000105011	PF05016.9	5e-14	51.9
0000103925	PF05105.7	1.4e-42	143.5
0000101114	PF05105.7	1.1e-35	121.3
0000108267	PF05105.7	2.6e-34	116.8
0000107204	PF05193.16	6e-39	133.0
0000101925	PF05193.16	7.3e-38	129.5
0000103224	PF05193.16	2.1e-31	108.4
0000101079	PF05193.16	2.4e-21	75.6
0000108461	PF05193.16	3e-19	68.8
0000101449	PF05193.16	3.3e-11	42.6
0000106962	PF07883.6	4.3e-21	73.6
0000108212	PF07883.6	3.3e-16	57.9
0000104308	PF07883.6	9.8e-15	53.2
0000104704	PF07883.6	9e-14	50.1
0000104709	PF07883.6	1.5e-13	49.5
0000103190	PF07883.6	8.9e-13	46.9
0000106487	PF07883.6	3.6e-11	41.8
0000104222	PF07927.7	3.5e-15	55.1
0000101079	PF08367.6	2.9e-63	212.4
0000108461	PF08367.6	2.6e-59	199.5
0000101085	PF10502.4	1.2e-10	40.4
0000101655	PF10502.4	1.3e-10	40.3
0000105507	PF10671.4	5.2e-21	73.7
0000103844	PF13091.1	3.6e-31	106.9
0000101729	PF13091.1	5.3e-28	96.7
0000109437	PF13091.1	4.1e-27	93.8
0000107057	PF13091.1	7.8e-20	70.3
0000103549	PF13091.1	1.3e-14	53.5
0000104004	PF13091.1	3e-12	45.8
0000103308	PF13091.1	7.7e-11	41.2
0000100347	PF13939.1	3.5e-16	57.9
0000106536	PF13953.1	3.5e-18	64.4
0000106536	PF13954.1	1.5e-39	134.3
0000106944	PF13958.1	6.7e-30	103.3
0000103498	PF13964.1	3.2e-20	70.8
0000109235	PF13977.1	2.4e-15	56.0
0000100547	PF14055.1	5.4e-20	70.3
0000100549	PF14055.1	5.4e-13	47.8
0000107388	PF14057.1	5.3e-195	646.0
0000105334	PF14057.1	5.9e-194	642.6
0000102282	PF14057.1	6.9e-171	566.8
0000100379	PF14058.1	3.9e-18	65.4
0000101026	PF15649.1	2.2e-16	59.2
0000103064	PF15659.1	1.8e-11	43.6
0000106743	TIGR02116	6.4e-32	108.7
0000103925	TIGR01593	2.4e-29	100.9
0000101114	TIGR01593	7e-23	80.1
0000108267	TIGR01593	5.3e-22	77.2
0000077995	K01186_172	5.2e-112	373.8
0000070021	K01197_243	2e-173	576.5
0000078847	K03699_483	6.2e-159	528.3
0000079285	K03699_483	1.1e-122	408.9
0000077389	K03699_483	6.4e-121	403.0
0000077968	K03699_483	1.3e-120	402.1
0000076349	K03699_483	2e-107	358.5
0000072803	K06972_355	0	1013.3
0000071355	K06972_355	3.4e-225	749.1
0000079209	K06972_355	6.4e-85	284.8
0000076236	K08587_13	2.7e-11	42.1
0000075528	K10814_8	5.9e-11	41.4
0000075527	K10815_8	2.2e-38	130.9
0000071881	K10815_8	2.7e-23	81.2
0000070798	K10815_8	1.2e-18	65.8
0000077078	K10815_8	7.5e-13	46.8
0000075526	K10815_8	9.7e-13	46.4
0000075525	K10816_8	1.4e-26	92.2
0000077079	K10816_8	6.3e-20	70.3
0000071779	K10816_8	2.1e-16	58.7
0000078106	K11021_124	4.2e-25	87.2
0000076192	K11021_124	6.7e-13	46.8
0000078397	K11031_127	2.6e-20	71.7
0000079010	K11060_3	4.9e-15	54.2
0000074965	K11060_3	6.7e-15	53.7
0000071674	K11060_3	5.7e-13	47.4
0000070592	K11060_3	2.1e-12	45.5
0000078429	K11062_2	3.3e-25	87.6
0000076153	K11062_2	9.8e-22	76.2
0000070689	K11062_2	2.6e-11	41.8
0000073361	K11063_6	8.9e-30	101.6
0000074965	K11063_6	8.9e-25	85.0
0000074964	K11063_6	6.3e-23	78.9
0000073541	K11063_6	8.9e-21	71.7
0000071365	K11063_6	2.5e-12	43.7
0000079366	K11063_6	2.9e-12	43.5
0000076399	K11068_1278_95_625	6.5e-69	230.7
0000074389	K11068_1278_95_625	2.1e-66	222.5
0000075376	K11068_1278_95_625	4.8e-66	221.4
0000074925	K11068_1278_95_625	6.6e-52	175.1
0000079579	K12340_892	5.4e-49	166.2
0000074863	K12340_892	3.2e-32	111.0
0000072038	K12340_892	2e-29	101.8
0000073961	K12340_892	1.8e-25	88.8
0000077859	PF00246.19	3.9e-39	134.3
0000077236	PF00246.19	2.5e-36	125.1
0000073018	PF00246.19	5.6e-24	84.6
0000073239	PF00267.16	4.7e-142	472.6
0000075878	PF00675.15	1.8e-14	53.1
0000075201	PF00717.18	3.3e-20	70.9
0000078017	PF00717.18	7.2e-19	66.6
0000071817	PF00717.18	9.8e-17	59.8
0000079093	PF00717.18	1.9e-16	58.9
0000079051	PF00717.18	1.9e-16	58.8
0000075225	PF00717.18	2.3e-16	58.6
0000077153	PF00717.18	6.8e-16	57.1
0000073198	PF00717.18	8.5e-16	56.8
0000076227	PF00717.18	2.5e-14	52.1
0000071983	PF00717.18	8.9e-14	50.3
0000072043	PF00717.18	7.7e-13	47.3
0000076876	PF00717.18	5.7e-11	41.3
0000072533	PF00873.14	0	1233.7
0000071650	PF00873.14	0	1094.2
0000079580	PF00873.14	1.7e-284	945.5
0000072039	PF00873.14	4.8e-174	579.9
0000072037	PF00873.14	2.1e-104	349.3
0000078131	PF00873.14	2.1e-73	246.7
0000073150	PF00873.14	3.6e-53	179.7
0000071335	PF00881.19	1.1e-29	102.8
0000072270	PF00881.19	9e-29	99.8
0000071226	PF00881.19	5.2e-25	87.6
0000075943	PF00881.19	3.5e-21	75.1
0000079902	PF00881.19	5.5e-14	51.7
0000077909	PF00881.19	2.1e-10	40.1
0000079359	PF00882.13	3.1e-20	71.9
0000073029	PF00882.13	2.3e-12	46.3
0000079939	PF00903.20	3.2e-27	94.4
0000078254	PF00903.20	3.4e-23	81.4
0000079940	PF00903.20	1.1e-21	76.5
0000077557	PF00903.20	1.1e-19	70.1
0000076295	PF00903.20	3e-15	55.7
0000074572	PF00903.20	1.1e-11	44.2
0000079764	PF00903.20	3.5e-11	42.6
0000075770	PF01325.14	1.3e-11	43.7
0000071544	PF01325.14	4.1e-11	42.0
0000076191	PF01325.14	4.7e-11	41.9
0000073361	PF01473.15	4.3e-59	193.0
0000071365	PF01473.15	3.3e-20	70.5
0000079366	PF01473.15	4.9e-18	63.6
0000079365	PF01473.15	1.6e-12	46.3
0000073415	PF01636.18	3.3e-30	105.0
0000074477	PF01636.18	2.6e-20	72.6
0000076542	PF01636.18	1.8e-19	69.8
0000073638	PF01885.11	1.5e-50	170.5
0000076007	PF01909.18	2.2e-12	46.5
0000073525	PF01909.18	1.6e-11	43.8
0000070780	PF02452.12	3.1e-33	113.7
0000072985	PF02452.12	1.3e-31	108.5
0000072546	PF02452.12	9.3e-30	102.5
0000071518	PF02452.12	1.3e-29	102.0
0000073802	PF02452.12	3.3e-29	100.7
0000077368	PF02452.12	1.1e-28	99.0
0000075704	PF02452.12	5.2e-28	96.9
0000078485	PF02452.12	3e-23	81.5
0000079488	PF02452.12	9.1e-17	60.7
0000074072	PF02452.12	2.1e-14	53.1
0000075770	PF02742.10	1.8e-14	52.5
0000072539	PF03212.9	3.1e-27	94.1
0000070527	PF03372.18	1.1e-30	106.8
0000070411	PF03372.18	3.2e-29	102.0
0000073758	PF03372.18	1.5e-26	93.3
0000071975	PF03372.18	8.1e-22	77.7
0000070195	PF03372.18	2.9e-20	72.7
0000071438	PF03372.18	8.1e-17	61.4
0000071437	PF03372.18	1.9e-16	60.2
0000079810	PF03372.18	3.4e-16	59.3
0000077677	PF03372.18	6.2e-16	58.5
0000076842	PF03372.18	3.3e-15	56.1
0000075483	PF03496.9	1e-13	50.4
0000078106	PF03534.8	9.5e-20	70.2
0000075460	PF03837.9	4.7e-48	162.5
0000073037	PF03837.9	3.2e-44	150.0
0000077307	PF03837.9	6.5e-44	149.0
0000075515	PF03837.9	8.8e-20	70.2
0000074875	PF04488.10	1.4e-14	53.8
0000073706	PF04488.10	7.3e-12	45.0
0000078484	PF05015.8	9.2e-21	73.2
0000072551	PF05016.9	5.7e-13	48.5
0000075801	PF05105.7	4.6e-36	122.5
0000079595	PF05105.7	1.6e-33	114.2
0000078519	PF05105.7	2.9e-27	94.1
0000075505	PF05105.7	2.5e-22	78.1
0000072803	PF05193.16	2.5e-20	72.3
0000071355	PF05193.16	7.2e-19	67.6
0000075877	PF05193.16	1.4e-18	66.6
0000075878	PF05193.16	1e-11	44.2
0000072896	PF06414.7	1.7e-46	157.3
0000075284	PF07883.6	6.4e-14	50.6
0000078504	PF07883.6	2.6e-13	48.7
0000077356	PF07883.6	5.6e-12	44.4
0000073584	PF07883.6	1.2e-11	43.4
0000075091	PF07883.6	2.6e-11	42.2
0000071424	PF07883.6	7.6e-11	40.8
0000073277	PF07883.6	1.2e-10	40.2
0000072803	PF08367.6	2.6e-62	209.3
0000071355	PF08367.6	4.9e-62	208.4
0000079209	PF08367.6	4.7e-26	90.5
0000071558	PF08845.5	6.4e-12	44.5
0000077508	PF10671.4	2.4e-22	78.0
0000078106	PF12256.3	3.8e-25	87.7
0000076600	PF13091.1	3.9e-35	119.7
0000072200	PF13091.1	1.2e-32	111.6
0000070239	PF13091.1	4.5e-15	54.9
0000079430	PF13091.1	6.6e-12	44.7
0000072343	PF13958.1	1.8e-45	153.9
0000076595	PF13984.1	4.9e-67	223.0
0000071888	PF13987.1	7.3e-57	189.2
0000072670	PF13987.1	3.7e-56	186.9
0000076587	PF13991.1	2.7e-34	116.1
0000072045	PF14055.1	1.6e-19	68.8
0000072052	PF14055.1	2e-19	68.4
0000071980	PF14055.1	6.8e-19	66.7
0000072055	PF14055.1	1.6e-17	62.3
0000072049	PF14055.1	7.4e-16	57.0
0000071978	PF14055.1	4e-14	51.5
0000076334	PF14058.1	1.1e-49	167.6
0000072539	3.4.21.72_3	1.9e-15	54.4
0000070748	TIGR00053	1.1e-11	44.3
0000070561	TIGR02116	2.6e-19	68.3
0000070748	TIGR02385	2.3e-13	49.5
0000071983	TIGR02771	6.1e-11	41.2
0000074279	TIGR03605	4.5e-13	48.2
0000075801	TIGR01593	8.8e-26	89.5
0000079595	TIGR01593	1.3e-24	85.7
0000075505	TIGR01593	6.7e-17	60.8
0000078519	TIGR01593	8e-16	57.3
0000110513	K03699_483	2e-151	503.6
