ASV	D1	D10	D11	D12	D13	D14	D15	D16	D17	D18	D19	D2	D20	D21	D22	D23	D24	D25	D26	D27	D28	D29	D3	D30	D31	D32	D33	D34	D35	D36	D37	D38	D39	D4	D40	D41	D42	D43	D5	D6	D7	D8	D9	D_1	HC_1	HC_2	HC_3	HC_4	HC_5	HC_6	HC_7	HC_8	HC_9	HC_10	HC_11	HC_12	HC_13	HC_14	HC_15	HC_16	HC_17	HC_18	HC_19	HC_20	HC_21	HC_22	HC_23	HC_24	HV_1	HV_2	HV_3	HV_4	HV_5	HV_6	HV_7	HV_8	HV_9	HV_10	HV_11	HV_12	HV_13	HV_14	HV_15	HV_16	HV_17	HV_18	HV_19	HV_20	HV_21	HV_22	HV_23	HV_24	Best_Hit_ARO	Model_type	Drug_Class	Resistance_Mechanism	AMR_Gene.Family	Best_Identities	Percentage_Length.of.Reference.Sequence	Note	Length_AA	Gene_name	Contig_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	KEGG_ID	KEGGFUN	KEGGPATH	COG_ID	COGFUN	COGPATH	PFAM	Drug_Class_multi	Resistance_Mechanism_multi	Strain
human_megahit_11849_6970-8202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37	0.823	0.468	0.781	0.736	0	0.473	0.534	0.064	0.164	0.303	0.211	1.854	0	0.207	0.029	0.39	0.275	0.332	0.083	0.165	0.091	0	4.429	1.103	4.988	1.44	0.541	0.026	0.054	0.225	4.521	1.442	2.667	0.161	0	0	18.629	23.049	3.15	3.261	0	0.027	2.23	0.208	29.372	41.512	0	0.812	Escherichia coli mdfA	protein homolog model	tetracycline; benzalkonium chloride; rhodamine	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	 96.83	100.00	NA	 411	mdfA, cmr	megahit_11849	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K08160*	MFS transporter, DHA1 family, multidrug/chloramphenicol efflux transport protein	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	ENOG410XT98*	Multidrug	Carbohydrate transport and metabolism	PF07690 [Major Facilitator Superfamily]	multi-drug	antibiotic efflux	Escherichia coli
human_megahit_15381_17-1048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.235	1.293	0.362	0.622	0.625	0.039	0.565	0.234	0	0.235	0.217	0.302	2.253	0	0.035	0.158	0.537	0.415	0.875	0.128	0.197	0	0	4.951	1.545	7.58	2.038	0.348	0.015	0.048	0.149	7.328	0.99	1.927	0.135	0	0.018	24.304	33.313	1.552	4.549	0	0.096	3.245	0.382	11.466	47.634	0	2.198	mdtN	protein homolog model	nucleoside; acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	 99.71	100.00	NA	 344	mdtN	megahit_15381	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	K15549*	membrane fusion protein, multidrug efflux system	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG1566*	Multidrug resistance efflux pump	NA	PF13437 [HlyD family secretion protein];PF13533 [Biotin-lipoyl like];PF16576 [Barrel-sandwich domain of CusB or HlyD membrane-fusion]	multi-drug	antibiotic efflux	unknown Enterobacteriaceae (Family)
human_megahit_16162_1469-2716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.195	0.335	0.272	0.755	0.741	0	0.296	0.323	0.063	0	0.105	0.055	0.98	0.025	0.117	0.015	0.198	0.1	0.41	0.2	0.098	0.051	0	2.04	0.74	4.864	0.842	0.37	0.013	0	0.074	3.217	0.802	0.927	0	0	0.03	12.838	17.641	0.738	2.413	0	0	1.751	0.032	9.245	25.961	0	0.454	mdtA	protein homolog model	aminocoumarin	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	 98.55	100.00	NA	 416	mdtA	megahit_16162	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K07799*	membrane fusion protein, multidrug efflux system	Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	ENOG410XSF7*	Efflux transporter rnd family, mfp subunit	Defense mechanisms	PF13437 [HlyD family secretion protein];PF13533 [Biotin-lipoyl like];PF16576 [Barrel-sandwich domain of CusB or HlyD membrane-fusion]	aminocoumarin	antibiotic efflux	Escherichia coli
human_megahit_16979_14848-16080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.269	1.082	0.206	0.764	0.792	0	0.914	0.458	0.08	0	0.439	0.267	2.878	0	0.531	0.044	0.626	0.376	0.829	0.202	0.148	0.169	0	5.369	0.98	8.249	1.286	0.61	0.013	0.054	0.238	6.703	1.077	4.28	0.065	0	0.092	25.431	33.423	4.226	3.504	0	0.027	2.43	0.32	31.692	42.651	0	1.41	mdtM	protein homolog model	fluoroquinolone; lincosamide; nucleoside; acridine dye; phenicol; disinfecting agents and intercalating dyes	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	 97.80	100.00	NA	 411	NA	megahit_16979	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	NA	NA	ENOG410XT98*	Multidrug	Carbohydrate transport and metabolism	PF07690 [Major Facilitator Superfamily]	multi-drug	antibiotic efflux	Escherichia coli
human_megahit_17576_2505-4478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.937	35.258	41.693	40.75	53.709	68.251	46.132	62.73	47.483	70.047	76.016	82.247	51.532	61.559	40.889	44.119	71.547	57.67	48.617	56.448	54.25	29.797	58.648	36.8	45.98	24.976	29.748	64.49	19.044	13.681	13.026	6.961	7.09	26.014	20.77	10.459	24.237	5.619	68.009	0.242	0.265	13.863	34.699	52.754	54.804	0	0.027	7.593	42.873	tetQ	protein homolog model	tetracycline	antibiotic target protection	tetracycline-resistant ribosomal protection protein	 99.24	100.00	NA	 658	tetM, tetO	megahit_17576	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	NA	K18220*	ribosomal protection tetracycline resistance protein	Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG0480*	Translation elongation factors (GTPases)	Translation, ribosomal structure and biogenesis	PF00009 [Elongation factor Tu GTP binding domain];PF00679 [Elongation factor G C-terminus];PF03764 [Elongation factor G, domain IV]	tetracycline	antibiotic target protection	unknown Bacteroidales (Genus)
human_megahit_21035_750-1907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.292	0.928	0.264	0.953	0.874	0	0.671	0.104	0.136	0.07	0.226	0.194	2.026	0.013	0.361	0.094	0.591	0.523	0.441	0.051	0.053	0.152	0	4.473	0.899	6.531	1.161	0.133	0.082	0	0.013	6.194	1.27	1.648	0.103	0.05	0.033	24.424	32.864	1.272	3.602	0	0.242	3.439	0.119	10.89	54.898	0	0.832	AcrE	protein homolog model	fluoroquinolone; cephalosporin; cephamycin; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	 99.22	100.00	NA	 386	acrE	megahit_21035	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K18141*	membrane fusion protein, multidrug efflux system	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	ENOG410XNVN*	Efflux transporter rnd family, mfp subunit	Defense mechanisms	PF16576 [Barrel-sandwich domain of CusB or HlyD membrane-fusion]	multi-drug	antibiotic efflux	Escherichia coli
human_megahit_21035_2306-2968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266	0.841	0.486	0.786	0.816	0	0.557	0.345	0.089	0.061	0.479	0.235	2.268	0	0.549	0.055	0.418	0.35	0.771	0.111	0.031	0.194	0	5.059	1.291	6.905	1.222	0.748	0	0.1	0.047	5.204	1.294	2.174	0.21	0	0	24.843	31.27	2.305	3.978	0	0	3.429	0.446	17.004	49.886	0	1.169	AcrS	protein homolog model	fluoroquinolone; cephalosporin; glycylcycline; cephamycin; penam; tetracycline; rifamycin; phenicol; triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	 98.18	100.00	NA	 221	envR, acrS	megahit_21035	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K18140*	TetR/AcrR family transcriptional regulator, acrEF/envCD operon repressor	Brite Hierarchies; Protein families: genetic information processing; Transcription factors | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	ENOG4111M3K*	D-binding transcriptional regulator	Transcription	PF00440 [Bacterial regulatory proteins, tetR family];PF08361 [MAATS-type transcriptional repressor, C-terminal region]	multi-drug	antibiotic efflux	Escherichia coli
human_megahit_22665_178-801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.096	0.19	0.257	0.112	0.097	0.093	0.301	0	0	0.06	0	0.386	0.099	0.292	0.232	0	0.029	0.328	0.329	0	0.231	0.026	0	0.188	0.415	0.552	0.356	0.025	0.318	0.395	0.062	0.033	0.033	0.223	0.34	0.212	0.051	0	0	0	0.342	0.291	0	0	0	0	0.487	0.515	Campylobacter coli chloramphenicol acetyltransferase	protein homolog model	phenicol	antibiotic inactivation	chloramphenicol acetyltransferase (CAT)	100.00	100.00	NA	 208	catA	megahit_22665	Bacteria	NA	NA	NA	NA	NA	NA	K19271*	chloramphenicol O-acetyltransferase type A [EC:2.3.1.28]	Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG4845*	Chloramphenicol O-acetyltransferase	NA	PF00302 [Chloramphenicol acetyltransferase]	phenicol	antibiotic inactivation	unknown Bacteria (Kingdom)
human_megahit_26508_13-807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.564	4.107	3.307	3.179	2.611	2.242	2.885	4.868	4.894	1.146	1.081	2.808	3.404	2.745	2.609	1.071	1.063	4.979	3.536	2.252	3.706	0.686	0.682	4.395	4.223	0.501	4.835	5.678	0.978	2.997	2.075	0.392	1.825	1.021	1.227	4.616	1.4	0.081	0.04	0	0.212	8.306	0.58	0	0	0	0	6.52	2.163	APH(3')-IIIa	protein homolog model	aminoglycoside	antibiotic inactivation	APH(3')	100.00	100.00	NA	 265	aph3-III	megahit_26508	Bacteria	NA	NA	NA	NA	NA	NA	K19299*	aminoglycoside 3'-phosphotransferase III [EC:2.7.1.95]	Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG3231*	Aminoglycoside phosphotransferase	Translation, ribosomal structure and biogenesis	PF01636 [Phosphotransferase enzyme family]	aminoglycoside	antibiotic inactivation	unknown Bacteria (Kingdom)
human_megahit_26835_157-1623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246	1.031	0.231	1.176	0.761	0	0.702	0.321	0.147	0.028	0.382	0.118	2.036	0.063	0.273	0.074	0.656	0.219	0.395	0.04	0.277	0.022	0	3.627	1.27	6.838	0.94	0.746	0.054	0	0.168	5.873	0.836	3.085	0.122	0	0.026	22.193	32.878	2.51	4.22	0	0.101	2.619	0.201	24.146	52.857	0	1.366	mdtP	protein homolog model	nucleoside; acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	 98.98	100.00	NA	 489	mdtP	megahit_26835	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K15550*	outer membrane protein, multidrug efflux system	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG1538*	Outer membrane protein	Cell envelope biogenesis, outer membrane	PF02321 [Outer membrane efflux protein]	multi-drug	antibiotic efflux	Escherichia coli
human_megahit_26875_13-837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.261	0	0	0	0.042	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.767	0	0	0	0.024	0	4.182	0	0	0	0.039	0.173	3.905	0	0	0	0	0	30.233	1.486	0	0.023	gadX	protein homolog model	macrolide; fluoroquinolone; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	100.00	NA	 275	gadX	megahit_26875	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K21905*	AraC family transcriptional regulator, glutamate-dependent acid resistance regulator	Brite Hierarchies; Protein families: genetic information processing; Transcription factors	ENOG410XRJG*	Transcriptional regulator	Transcription	PF00165 [Bacterial regulatory helix-turn-helix proteins, AraC family];PF12833 [Helix-turn-helix domain]	multi-drug	antibiotic efflux	Escherichia coli
human_megahit_27018_46-540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.3	0	0.274	0.162	0	0	0	0	0.318	0.777	0.491	0	0.081	0.062	0	0.439	0.059	0	0.069	0	0.041	0.324	0.033	0	0	0	0	0.207	0	0.033	0	0.158	0	0.123	0.322	0	0	0	0	10.339	0.189	0.157	0	0	0.08	4.052	0.539	0.032	0	lnuC	protein homolog model	lincosamide	antibiotic inactivation	lincosamide nucleotidyltransferase (LNU)	 98.17	100.00	NA	 165	lnuA_C_D_E, lin	megahit_27018	Bacteria	NA	NA	NA	NA	NA	NA	K19545*	lincosamide nucleotidyltransferase A/C/D/E	Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	ENOG4111NYN*	Aminoglycoside-2''-adenylyltransferase	Function unknown	NA	lincosamide	antibiotic inactivation	unknown Bacteria (Kingdom)
human_megahit_27926_48658-49866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225	0.856	0.379	1.261	0.563	0.034	0.563	0.378	0.146	0.134	0.247	0.2	1.774	0.025	0.256	0.045	0.265	0.324	0.296	0.097	0.084	0.146	0.027	4.052	1.236	5.581	1.312	0.608	0	0.027	0.026	4.305	0.879	3.61	0.082	0	0.031	17.304	23.559	2.908	3.032	0	0.027	2.493	0.326	30.456	47.731	0	0.469	mdtH	protein homolog model	fluoroquinolone	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	100.00	NA	 403	mdtH	megahit_27926	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K08162*	MFS transporter, DHA1 family, multidrug resistance protein	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	ENOG410XSK2*	Multidrug resistance protein mdtH	Inorganic ion transport and metabolism	PF07690 [Major Facilitator Superfamily]	fluoroquinolone	antibiotic efflux	Escherichia coli
human_megahit_27926_58498-59724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294	1.314	0.415	0.883	1.038	0	0.396	0.263	0.096	0	0.335	0.212	1.487	0.175	0.178	0.118	0.475	0.218	0.361	0.191	0.033	0.039	0	3.22	0.93	4.883	1.208	0.585	0.052	0.027	0.05	4.718	0.833	3.524	0.162	0	0	16.189	21.224	2.281	2.942	0	0.027	1.436	0.161	30.212	38.818	0	0.647	mdtG	protein homolog model	fosfomycin	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	100.00	NA	 409	mdtG	megahit_27926	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K08161*	MFS transporter, DHA1 family, multidrug resistance protein	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	ENOG410ZVCH*	Major Facilitator	Carbohydrate transport and metabolism	PF00083 [Sugar (and other) transporter];PF07690 [Major Facilitator Superfamily];PF12832 [MFS_1 like family]	fosfomycin	antibiotic efflux	Escherichia coli
human_megahit_30249_11970-13922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.847	33.079	40.552	46.323	28.528	34.539	24.513	28.527	36.332	15.472	6.245	29.149	23.59	31.866	42.679	25.771	16.796	35.722	27.863	35.802	30.595	21.296	19.108	42.878	30.427	52.251	60.585	31.58	49.147	41.61	57.927	2.954	9.29	2.858	20.096	48.081	46.29	0.057	0.032	0	0.239	49.942	49.123	0	0	0	0.055	44.543	32.399	tetO	protein homolog model	tetracycline	antibiotic target protection	tetracycline-resistant ribosomal protection protein	 98.27	101.72	NA	 651	tetM, tetO	megahit_30249	Bacteria	NA	NA	NA	NA	NA	NA	K18220*	ribosomal protection tetracycline resistance protein	Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG0480*	Translation elongation factors (GTPases)	Translation, ribosomal structure and biogenesis	PF00009 [Elongation factor Tu GTP binding domain];PF00679 [Elongation factor G C-terminus];PF03764 [Elongation factor G, domain IV]	tetracycline	antibiotic target protection	unknown Bacteria (Kingdom)
human_megahit_30456_309-1037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182	0.109	0.14	0.33	0.263	0	0	0.111	0.108	0	0.102	0.095	0.413	0	0.15	0	0.18	0.049	0.187	0	0	0	0	1.132	0.184	1.802	0.142	0.469	0	0	0.042	1.497	0.28	1.364	0	0	0.052	4.699	8.371	0.934	0.334	0	0	0.483	0	8.383	24.672	0	0.207	gadW	protein homolog model	macrolide; fluoroquinolone; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	100.00	NA	 243	gadW	megahit_30456	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K21906*	AraC family transcriptional regulator, glutamate-dependent acid resistance regulator	Brite Hierarchies; Protein families: genetic information processing; Transcription factors	ENOG410XPGX	AraC family transcriptional regulator	Transcription	NA	multi-drug	antibiotic efflux	Escherichia coli
human_megahit_30534_3132-4100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122	0.699	0.543	0.724	0.648	0	0.441	0.194	0.162	0	0.154	0.196	1.634	0	0.188	0.037	0.647	0.147	0.281	0	0.084	0.066	0	4.132	1.213	6.327	1.192	0.353	0	0	0.08	4.908	1.434	1.885	0.103	0	0	21.045	24.209	1.938	2.683	0	0.034	2.401	0.122	15.983	36.517	0	0.761	PmrF	protein homolog model	peptide	antibiotic target alteration	pmr phosphoethanolamine transferase	 99.69	100.00	NA	 323	arnC, pmrF	megahit_30534	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K10012*	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase [EC:2.4.2.53]	Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism | Human Diseases; Drug resistance: Antimicrobial; Cationic antimicrobial peptide (CAMP) resistance | Brite Hierarchies; Protein families: metabolism; Lipopolysaccharide biosynthesis proteins | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG0463*	Glycosyltransferases involved in cell wall biogenesis	Cell envelope biogenesis, outer membrane	PF00535 [Glycosyl transferase family 2]	peptide	antibiotic target alteration	Escherichia coli
human_megahit_30735_588-3701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.298	0.748	0.485	1.095	0.723	0.026	0.687	0.444	0.101	0.039	0.342	0.178	2.427	0.02	0.263	0.093	0.454	0.538	0.596	0.071	0.235	0.129	0	4.787	1.369	6.481	1.14	0.697	0.031	0	0.079	6.36	1.417	3.148	0.179	0	0.024	23.871	32.784	2.867	3.958	0	0.106	3.396	0.24	23.36	50.435	0	1.02	mdtF	protein homolog model	macrolide; fluoroquinolone; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	 99.90	100.00	NA	1038	mdtF	megahit_30735	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K18899*	multidrug efflux pump	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG0841*	Cation/multidrug efflux pump	NA	PF00873 [AcrB/AcrD/AcrF family]	multi-drug	antibiotic efflux	Escherichia coli
human_megahit_30735_3726-4883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.375	0.946	0.41	1.074	0.949	0	0.554	0.603	0.068	0.035	0.355	0.389	3.186	0	0.22	0.031	0.617	0.185	0.853	0.139	0.123	0.097	0	4.564	1.928	7.632	1.593	0.812	0	0.029	0.106	6.885	1.5	3.804	0.069	0	0	24.673	38.243	4.785	4.329	0	0.085	3.059	0.238	40.351	64.122	0	1.485	mdtE	protein homolog model	macrolide; fluoroquinolone; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	 99.48	100.00	NA	 386	mdtE	megahit_30735	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K18898*	membrane fusion protein, multidrug efflux system	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	ENOG410XNVN*	Efflux transporter rnd family, mfp subunit	Defense mechanisms	PF16576 [Barrel-sandwich domain of CusB or HlyD membrane-fusion]	multi-drug	antibiotic efflux	Escherichia coli
human_megahit_33539_25761-27047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031	0	0	0	0	0	0	0	0	0	0	0	0	0.023	0	0	0	0.032	0	0	0	0	0	0	0	0	0	0	161.692	0	14.036	0.015	0.66	0	125.042	0	32.672	0	0	0	18.198	0	21.434	0	0	0	efmA	protein homolog model	macrolide; fluoroquinolone	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	100.00	NA	 429	mef	megahit_33539	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	K08217*	MFS transporter, DHA3 family, macrolide efflux protein	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG0477*	Permeases of the major facilitator superfamily	General function prediction only|Inorganic ion transport and metabolism|Amino acid transport and metabolism|Carbohydrate transport and metabolism	PF05977 [Transmembrane secretion effector];PF07690 [Major Facilitator Superfamily]	multi-drug	antibiotic efflux	Enterococcus
human_megahit_34365_273-995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031	0	0	0	0	0	0	0.037	0.054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.083	0.048	0	0.044	0	0	0	0	0	0	0	0	0	1.008	0	0	0	0	0	0	0.172	12.266	0	0	baeR	protein homolog model	aminoglycoside; aminocoumarin	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	 99.58	100.00	NA	 241	baeR, smeR	megahit_34365	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K07664*	two-component system, OmpR family, response regulator BaeR	Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system	COG0745*	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	Transcription|Signal transduction mechanisms	PF00072 [Response regulator receiver domain];PF00486 [Transcriptional regulatory protein, C terminal]	multi-drug	antibiotic efflux	Escherichia coli
