genome,completeness,contamination,strain_heterogeneity,length,N50
human1_HV-2_metabat2.80.fa.contigs.fa,19.48,0.0,0.0,392314,29771
human1_HV-2_metabat2.87.fa.contigs.fa,18.93,0.0,0.0,836918,27415
human1_HV-3_maxbin.002.fasta.contigs.fa,36.25,0.37,100.0,1556692,100488
human1_HV-3_maxbin.003.fasta.contigs.fa,44.83,0.0,0.0,3021625,134302
human1_HV-3_maxbin.004.fasta.contigs.fa,47.47,0.0,0.0,1349063,95433
human1_HV-3_maxbin.005.fasta.contigs.fa,52.95,10.1,2.78,1469114,25706
human1_HV-3_maxbin.006.fasta.contigs.fa,72.98,21.87,21.9,3734405,15563
human1_HV-3_maxbin.007.fasta.contigs.fa,99.8,0.76,0.0,2485280,171782
human1_HV-3_maxbin.008.fasta.contigs.fa,20.56,1.2,100.0,1423660,14593
human1_HV-3_maxbin.010.fasta.contigs.fa,98.66,1.68,0.0,2058679,227853
human1_HV-3_maxbin.012.fasta.contigs.fa,29.53,6.48,31.75,2862819,14621
human1_HV-3_maxbin.013.fasta.contigs.fa,94.71,2.8,20.0,3330755,64078
human1_HV-3_maxbin.014.fasta.contigs.fa,100.0,0.0,0.0,2818453,121681
human1_HV-3_maxbin.016.fasta.contigs.fa,97.32,0.0,0.0,2694397,237969
human1_HV-3_maxbin.017.fasta.contigs.fa,79.75,12.03,14.29,2821272,23785
human1_HV-3_maxbin.018.fasta.contigs.fa,87.97,6.22,12.5,2652157,53624
human1_HV-3_maxbin.019.fasta_sub.contigs.fa,50.0,7.59,44.44,1733318,38088
human1_HV-3_maxbin.021.fasta.contigs.fa,65.22,0.62,0.0,1289213,183893
human1_HV-3_maxbin.022.fasta.contigs.fa,88.51,2.09,0.0,5538476,94118
human1_HV-3_maxbin.023.fasta.contigs.fa,96.49,27.32,55.56,6458251,25477
human1_HV-3_maxbin.024.fasta.contigs.fa,97.26,0.77,0.0,2756665,88343
human1_HV-3_maxbin.025.fasta.contigs.fa,96.11,5.38,0.0,4025341,12420
human1_HV-3_maxbin.026.fasta.contigs.fa,79.53,2.01,0.0,2556192,92772
human1_HV-3_maxbin.027.fasta.contigs.fa,99.58,14.5,0.0,3753497,113830
human1_HV-3_maxbin.028.fasta.contigs.fa,91.03,19.65,11.11,5624767,15911
human1_HV-3_maxbin.029.fasta.contigs.fa,90.32,1.31,0.0,2461783,65080
human1_HV-3_maxbin.032.fasta.contigs.fa,94.39,7.08,9.52,2523419,29123
human1_HV-3_maxbin.033.fasta.contigs.fa,96.64,3.69,0.0,3168480,31177
human1_HV-3_maxbin.034.fasta.contigs.fa,55.17,12.34,3.03,2341068,3021
human1_HV-3_maxbin.036.fasta.contigs.fa,90.04,1.9,0.0,1930096,11768
human1_HV-3_maxbin.037.fasta.contigs.fa,90.01,1.73,14.29,3407933,18165
human1_HV-3_maxbin.038.fasta.contigs.fa,91.01,5.9,0.0,1883431,12578
human1_HV-3_maxbin.041.fasta_sub.contigs.fa,59.61,19.74,9.3,2202685,4594
human1_HV-3_maxbin.050.fasta.contigs.fa,55.88,8.63,6.25,2551930,3103
human1_HV-3_metabat2.13.fa.contigs.fa,9.47,0.0,0.0,271962,90963
human1_HV-3_metabat2.40.fa.contigs.fa,9.18,0.0,0.0,424316,90306
human1_HV-3_metabat2.67.fa.contigs.fa,31.03,0.0,0.0,939812,9479
human1_HV-4_maxbin.001.fasta.contigs.fa,84.3,4.54,15.79,3281643,54326
human1_HV-4_maxbin.002.fasta.contigs.fa,88.84,4.21,22.22,2437475,31791
human1_HV-4_maxbin.005.fasta.contigs.fa,91.65,6.56,4.76,3019873,58280
human1_HV-4_maxbin.006.fasta.contigs.fa,72.41,37.4,0.0,3959781,63336
human1_HV-4_maxbin.007.fasta.contigs.fa,98.63,0.0,0.0,2860221,82935
human1_HV-4_maxbin.009.fasta.contigs.fa,52.43,3.16,0.0,2084400,31041
human1_HV-4_maxbin.010.fasta.contigs.fa,30.35,1.81,0.0,2086349,25256
human1_HV-4_maxbin.011.fasta.contigs.fa,91.16,0.0,0.0,2491070,121681
human1_HV-4_maxbin.012.fasta.contigs.fa,40.02,3.72,23.08,2670713,35587
human1_HV-4_maxbin.013.fasta.contigs.fa,68.44,0.52,50.0,1896163,91284
human1_HV-4_maxbin.014.fasta.contigs.fa,95.14,43.97,3.33,4062086,53746
human1_HV-4_maxbin.015.fasta.contigs.fa,77.7,3.92,12.9,3661224,126504
human1_HV-4_maxbin.017.fasta.contigs.fa,8.68,0.0,0.0,2480863,15937
human1_HV-4_maxbin.019.fasta.contigs.fa,90.16,6.33,0.0,3033202,64111
human1_HV-4_maxbin.020.fasta.contigs.fa,100.0,0.6,0.0,2793006,124248
human1_HV-4_maxbin.021.fasta.contigs.fa,59.07,12.07,6.25,4359828,14308
human1_HV-4_maxbin.022.fasta.contigs.fa,93.88,7.06,5.88,3102182,75806
human1_HV-4_maxbin.023.fasta.contigs.fa,72.11,2.72,0.0,3172828,117304
human1_HV-4_maxbin.024.fasta.contigs.fa,41.14,0.0,0.0,1333283,88177
human1_HV-4_maxbin.025.fasta.contigs.fa,91.52,1.54,12.5,1530586,66877
human1_HV-4_maxbin.026.fasta.contigs.fa,82.89,0.0,0.0,2035126,75363
human1_HV-4_maxbin.027.fasta.contigs.fa,67.54,32.41,28.57,2605003,21961
human1_HV-4_maxbin.030.fasta.contigs.fa,94.9,4.35,3.64,3980070,15775
human1_HV-4_maxbin.032.fasta.contigs.fa,83.61,9.75,0.0,3862160,7061
human1_HV-4_maxbin.033.fasta.contigs.fa,95.45,23.7,27.78,2953213,21341
human1_HV-4_maxbin.034.fasta.contigs.fa,92.09,17.6,7.02,2563759,10599
human1_HV-4_maxbin.036.fasta.contigs.fa,79.85,29.73,7.69,3008808,5798
human1_HV-4_maxbin.037.fasta.contigs.fa,96.55,13.81,0.0,2333312,10455
human1_HV-4_maxbin.039.fasta.contigs.fa,65.91,28.29,2.17,3104618,3734
human1_HV-4_maxbin.041.fasta.contigs.fa,44.02,19.04,19.44,855046,3044
human1_HV-4_maxbin.046.fasta.contigs.fa,82.71,9.94,0.0,1657046,2917
human1_HV-4_maxbin.048.fasta.contigs.fa,59.32,2.94,0.0,2191328,2091
human1_HV-4_metabat2.137.fa.contigs.fa,28.19,0.0,0.0,548553,86357
human1_HV-4_metabat2.24.fa.contigs.fa,13.29,0.02,100.0,518260,129968
human1_HV-4_metabat2.59.fa.contigs.fa,3.78,0.02,100.0,209621,31437
human1_HV-4_metabat2.93.fa_sub.contigs.fa,38.6,0.0,0.0,644942,51188
human1_HV-5_maxbin.002.fasta.contigs.fa,79.07,2.9,0.0,2905577,68595
human1_HV-5_maxbin.003.fasta.contigs.fa,99.77,0.54,0.0,6993219,56577
human1_HV-5_maxbin.004.fasta.contigs.fa,91.59,10.63,2.7,3459826,67626
human1_HV-5_maxbin.006.fasta.contigs.fa,73.98,2.66,23.08,3118436,70155
human1_HV-5_maxbin.008.fasta.contigs.fa,92.39,20.89,1.41,3990742,53178
human1_HV-5_maxbin.009.fasta.contigs.fa,61.9,0.93,20.0,3103661,105085
human1_HV-5_maxbin.010.fasta.contigs.fa,98.63,0.0,0.0,2806093,82936
human1_HV-5_maxbin.011.fasta.contigs.fa,100.0,0.0,0.0,2779838,124321
human1_HV-5_maxbin.012.fasta.contigs.fa,48.1,1.12,20.0,1493403,105195
human1_HV-5_maxbin.013.fasta.contigs.fa,73.44,4.68,27.27,3651101,97240
human1_HV-5_maxbin.014.fasta.contigs.fa,87.95,23.0,0.0,3292261,82331
human1_HV-5_maxbin.015.fasta.contigs.fa,97.32,0.47,0.0,2623783,120329
human1_HV-5_maxbin.016.fasta.contigs.fa,96.94,30.18,0.0,3728857,105944
human1_HV-5_maxbin.019.fasta.contigs.fa,50.88,5.26,0.0,2671463,51534
human1_HV-5_maxbin.020.fasta.contigs.fa,16.91,0.0,0.0,794755,38587
human1_HV-5_maxbin.021.fasta.contigs.fa,39.87,1.27,0.0,1279521,29882
human1_HV-5_maxbin.022.fasta.contigs.fa,87.93,1.52,0.0,5275160,94118
human1_HV-5_maxbin.023.fasta_sub.contigs.fa,92.11,7.33,39.29,2910807,56402
human1_HV-5_maxbin.024.fasta.contigs.fa,91.95,11.05,20.45,4443999,44341
human1_HV-5_maxbin.025.fasta.contigs.fa,94.74,36.36,36.54,4085506,41373
human1_HV-5_maxbin.026.fasta.contigs.fa,89.66,11.9,19.35,2837403,57967
human1_HV-5_maxbin.027.fasta_sub.contigs.fa,59.48,17.08,0.0,2595609,50695
human1_HV-5_maxbin.028.fasta_sub.contigs.fa,95.57,29.37,3.92,5225697,29558
human1_HV-5_maxbin.032.fasta.contigs.fa,77.03,22.69,1.72,2745280,8892
human1_HV-5_maxbin.033.fasta.contigs.fa,96.32,53.4,0.0,5345291,11779
human1_HV-5_maxbin.035.fasta.contigs.fa,53.99,8.77,0.0,3147629,8008
human1_HV-5_maxbin.036.fasta.contigs.fa,92.61,7.29,6.67,2531530,5980
human1_HV-5_maxbin.039.fasta.contigs.fa,81.31,2.91,66.67,1609264,4195
human1_HV-5_maxbin.040.fasta.contigs.fa,86.25,8.11,5.13,3055242,4565
human1_HV-5_maxbin.043.fasta.contigs.fa,86.44,39.11,1.97,3021599,2707
human1_HV-5_maxbin.046.fasta.contigs.fa,62.93,17.02,3.45,2025289,2773
human1_HV-5_maxbin.050.fasta.contigs.fa,61.06,1.11,0.0,911221,2095
human1_HV-5_metabat2.24.fa.contigs.fa,45.97,0.0,0.0,773354,200737
human1_HV-5_metabat2.54.fa_sub.contigs.fa,22.89,0.0,0.0,775781,23949
human1_HV-5_metabat2.55.fa.contigs.fa,52.93,0.0,0.0,1766944,12100
human1_HV-5_metabat2.77.fa.contigs.fa,25.73,0.02,100.0,797315,59371
human1_HV-5_metabat2.79.fa.contigs.fa,16.96,0.0,0.0,633913,108155
human1_HV-5_metabat2.89.fa.contigs.fa,35.18,0.43,25.0,1516556,108673
human1_HV-6_maxbin.001.fasta.contigs.fa,17.63,0.48,0.0,1289503,45034
human1_HV-6_maxbin.002.fasta.contigs.fa,81.24,0.48,0.0,1799985,83628
human1_HV-6_maxbin.010.fasta.contigs.fa,73.55,4.42,0.0,2008513,88593
human1_HV-6_maxbin.011.fasta.contigs.fa,39.52,0.19,0.0,2093981,41727
human1_HV-6_maxbin.012.fasta.contigs.fa,80.12,4.7,21.05,2365336,64182
human1_HV-6_maxbin.013.fasta.contigs.fa,65.31,0.0,0.0,2317021,142863
human1_HV-6_maxbin.014.fasta.contigs.fa,97.26,0.0,0.0,2632260,93496
human1_HV-6_maxbin.015.fasta.contigs.fa,79.94,28.15,1.69,4043500,65328
human1_HV-6_maxbin.017.fasta.contigs.fa,93.37,25.35,0.0,3568627,66310
human1_HV-6_maxbin.020.fasta.contigs.fa,94.63,2.01,0.0,2540181,119098
human1_HV-6_maxbin.021.fasta.contigs.fa,86.99,16.98,3.03,3056992,41246
human1_HV-6_maxbin.022.fasta.contigs.fa,90.15,9.59,19.64,4849646,109678
human1_HV-6_maxbin.023.fasta.contigs.fa,33.76,3.51,0.0,2455218,15196
human1_HV-6_maxbin.024.fasta.contigs.fa,53.98,6.43,24.0,1354506,14458
human1_HV-6_maxbin.025.fasta.contigs.fa,56.54,8.25,6.25,1462230,16465
human1_HV-6_maxbin.026.fasta.contigs.fa,90.48,0.0,0.0,2435298,109554
human1_HV-6_maxbin.027.fasta.contigs.fa,57.76,12.18,46.43,3670202,28264
human1_HV-6_maxbin.029.fasta.contigs.fa,85.32,24.58,7.5,3361443,81655
human1_HV-6_maxbin.030.fasta.contigs.fa,34.46,7.81,5.56,3236438,13065
human1_HV-6_maxbin.031.fasta.contigs.fa,85.03,0.0,0.0,2082563,79605
human1_HV-6_maxbin.032.fasta_sub.contigs.fa,71.59,21.21,2.99,4371197,22133
human1_HV-6_maxbin.033.fasta.contigs.fa,100.0,0.81,0.0,2432459,124248
human1_HV-6_maxbin.034.fasta.contigs.fa,83.08,2.0,0.0,3104494,25089
human1_HV-6_maxbin.035.fasta.contigs.fa,97.99,14.36,0.0,3293480,103797
human1_HV-6_maxbin.037.fasta.contigs.fa,86.18,0.67,0.0,2501721,59377
human1_HV-6_maxbin.039.fasta_sub.contigs.fa,59.12,20.04,0.0,3190199,6365
human1_HV-6_maxbin.040.fasta.contigs.fa,100.0,104.28,4.39,4607150,7029
human1_HV-6_maxbin.041.fasta.contigs.fa,74.66,36.93,0.0,4728407,14694
human1_HV-6_maxbin.042.fasta.contigs.fa,90.39,3.34,7.14,1487225,11688
human1_HV-6_maxbin.047.fasta.contigs.fa,86.68,5.04,18.18,2510075,5961
human1_HV-6_maxbin.048.fasta.contigs.fa,89.46,6.29,0.0,3127266,4742
human1_HV-6_maxbin.053.fasta.contigs.fa,58.68,1.8,0.0,1018654,2070
human1_HV-6_metabat2.118.fa.contigs.fa,30.27,0.0,0.0,543912,172222
human1_HV-6_metabat2.37.fa.contigs.fa,39.66,0.0,0.0,450362,236148
human1_HV-6_metabat2.75.fa.contigs.fa,14.97,0.0,0.0,524530,37285
human1_HV-6_metabat2.96.fa.contigs.fa,21.5,0.02,100.0,523442,58276
human1_HV-6_metabat2.97.fa.contigs.fa,5.66,0.0,0.0,226668,134701
human1_HV-7_maxbin.001.fasta.contigs.fa,92.88,0.0,0.0,2260027,36607
human1_HV-7_maxbin.002.fasta.contigs.fa,4.79,0.0,0.0,130571,34428
human1_HV-7_maxbin.003.fasta.contigs.fa,97.78,3.48,0.0,2093736,105195
human1_HV-7_maxbin.004.fasta.contigs.fa,56.52,3.11,0.0,1698676,108986
human1_HV-7_maxbin.005.fasta.contigs.fa,96.11,1.58,0.0,1553059,189530
human1_HV-7_maxbin.006.fasta.contigs.fa,96.78,0.27,0.0,6445478,54547
human1_HV-7_maxbin.007.fasta.contigs.fa,95.24,2.76,35.71,6619634,49721
human1_HV-7_maxbin.008.fasta.contigs.fa,93.12,1.42,0.0,5105055,177587
human1_HV-7_maxbin.009.fasta.contigs.fa,85.35,2.08,0.0,1414043,69522
human1_HV-7_maxbin.010.fasta.contigs.fa,99.25,0.38,0.0,3495655,231718
human1_HV-7_maxbin.011.fasta_sub.contigs.fa,75.4,36.85,7.19,5719496,14916
human1_HV-7_maxbin.014.fasta.contigs.fa,78.13,2.27,20.0,1670442,5816
human1_HV-7_maxbin.015.fasta.contigs.fa,91.08,5.31,12.5,2585832,5332
human1_HV-7_maxbin.018.fasta.contigs.fa,96.01,32.68,2.04,3042739,3032
human1_HV-7_maxbin.020.fasta_sub.contigs.fa,32.33,5.23,3.7,2112008,1669
human1_HV-7_metabat2.18.fa.contigs.fa,42.44,0.01,0.0,1805926,129054
human1_HV-7_metabat2.23.fa.contigs.fa,94.09,0.27,100.0,1542103,48234
human1_HV-7_metabat2.43.fa.contigs.fa,21.89,0.0,0.0,336555,43481
human1_HV-7_metabat2.54.fa.contigs.fa,55.1,3.51,37.5,1432073,5903
human1_HV-8_maxbin.001.fasta.contigs.fa,100.0,24.14,0.0,2568147,71228
human1_HV-8_maxbin.002.fasta.contigs.fa,56.52,8.07,0.0,1602365,183892
human1_HV-8_maxbin.003.fasta.contigs.fa,97.62,0.84,28.57,6748139,52979
human1_HV-8_maxbin.004.fasta.contigs.fa,89.78,0.18,0.0,1124622,189530
human1_HV-8_maxbin.005.fasta.contigs.fa,97.26,0.86,0.0,2950137,77895
human1_HV-8_maxbin.006.fasta.contigs.fa,93.48,1.23,0.0,3915557,455479
human1_HV-8_maxbin.007.fasta.contigs.fa,99.63,3.38,0.0,3653843,51402
human1_HV-8_maxbin.008.fasta.contigs.fa,98.38,3.22,24.0,7110391,49674
human1_HV-8_maxbin.009.fasta.contigs.fa,98.66,1.01,0.0,2227681,191426
human1_HV-8_maxbin.010.fasta.contigs.fa,99.25,0.0,0.0,3380942,232357
human1_HV-8_maxbin.011.fasta.contigs.fa,98.07,1.04,0.0,3754277,54915
human1_HV-8_maxbin.012.fasta.contigs.fa,89.08,2.09,0.0,5189472,96015
human1_HV-8_maxbin.013.fasta.contigs.fa,98.95,22.48,0.0,2167207,166590
human1_HV-8_maxbin.014.fasta.contigs.fa,94.44,1.53,12.5,4331405,35655
human1_HV-8_maxbin.015.fasta.contigs.fa,100.0,0.81,100.0,1998016,80497
human1_HV-8_maxbin.016.fasta.contigs.fa,93.86,10.53,0.0,2758508,53701
human1_HV-8_maxbin.017.fasta.contigs.fa,100.0,14.46,0.0,3724425,46929
human1_HV-8_maxbin.021.fasta.contigs.fa,95.97,1.68,26.09,4551661,11019
human1_HV-8_maxbin.022.fasta.contigs.fa,64.83,4.08,13.64,2721501,8563
human1_HV-8_maxbin.026.fasta.contigs.fa,95.22,12.47,14.29,3131056,6908
human1_HV-8_maxbin.029.fasta.contigs.fa,59.63,0.6,25.0,1837503,2828
human1_HV-8_metabat2.40.fa.contigs.fa,51.72,0.0,0.0,493321,126511
human1_HV-9_maxbin.002.fasta.contigs.fa,99.07,2.16,0.0,3205934,107642
human1_HV-9_maxbin.003.fasta_sub.contigs.fa,93.1,24.25,2.73,4959618,99311
human1_HV-9_maxbin.004.fasta.contigs.fa,99.8,2.18,0.0,2705289,130837
human1_HV-9_maxbin.005.fasta.contigs.fa,97.75,0.0,0.0,2301896,37620
human1_HV-9_maxbin.006.fasta.contigs.fa,46.96,0.84,42.86,2785697,38950
human1_HV-9_maxbin.007.fasta.contigs.fa,66.46,1.9,0.0,1872932,105195
human1_HV-9_maxbin.008.fasta.contigs.fa,58.82,6.29,8.62,3960725,38640
human1_HV-9_maxbin.009.fasta.contigs.fa,96.11,5.27,6.25,2019655,109668
human1_HV-9_maxbin.010.fasta.contigs.fa,56.52,0.62,0.0,1334044,183893
human1_HV-9_maxbin.011.fasta.contigs.fa,98.69,0.68,0.0,6906250,47495
human1_HV-9_maxbin.013.fasta.contigs.fa,99.97,2.02,10.34,5159251,197918
human1_HV-9_maxbin.014.fasta.contigs.fa,98.66,28.25,8.54,7186343,12192
human1_HV-9_maxbin.015.fasta.contigs.fa,90.36,0.54,0.0,3452523,21876
human1_HV-9_maxbin.016.fasta.contigs.fa,85.94,8.61,0.0,2656276,5264
human1_HV-9_maxbin.017.fasta.contigs.fa,86.52,18.18,0.0,2758923,3226
human1_HV-9_maxbin.021.fasta.contigs.fa,36.25,2.08,0.0,975511,1772
human1_HV-9_metabat2.72.fa.contigs.fa,7.81,0.0,0.0,437121,232257
human1_concoct_10_refined_2_Bin_0_1_1-contigs.fa,99.42,0.0,0.0,4997430,95529
human1_concoct_10_refined_2_Bin_0_2_1-contigs.fa,99.18,0.0,0.0,2611266,48119
human1_concoct_10_refined_2_Bin_0_3_1-contigs.fa,87.58,0.34,0.0,1816009,147912
human1_concoct_10_refined_2_Bin_0_4_1-contigs.fa,88.21,0.0,0.0,3210323,71289
human1_concoct_10_refined_2_Bin_0_5_1-contigs.fa,83.89,10.26,50.0,3351680,221494
human1_concoct_10_refined_2_Bin_0_6_1-contigs.fa,99.38,1.7,0.0,2332080,117575
human1_concoct_10_refined_2_Bin_0_7_1-contigs.fa,99.8,0.19,0.0,2404755,171782
human1_concoct_10_refined_2_Bin_0_8_1-contigs.fa,99.07,2.16,0.0,3203916,106633
human1_concoct_10_refined_2_Bin_0_9_1-contigs.fa,99.3,0.37,100.0,2344780,31246
human1_concoct_10_refined_2_Bin_1_1-contigs.fa,85.35,0.4,0.0,2407172,16458
human1_concoct_10_refined_2_Bin_1_5-contigs.fa,46.89,6.03,62.5,1205339,2091
human1_concoct_10_refined_2_Bin_2_1-contigs.fa,91.96,0.29,0.0,3002004,19889
human1_concoct_10_refined_2_Bin_2_10-contigs.fa,78.23,1.89,50.0,2703888,19986
human1_concoct_10_refined_2_Bin_2_11_1-contigs.fa,94.0,2.96,0.0,2409443,89343
human1_concoct_10_refined_2_Bin_2_12-contigs.fa,83.42,2.74,100.0,2185302,19985
human1_concoct_10_refined_2_Bin_2_13-contigs.fa,93.95,3.69,50.0,2903386,29664
human1_concoct_10_refined_2_Bin_2_14_1-contigs.fa,88.59,0.02,100.0,2394989,49956
human1_concoct_10_refined_2_Bin_2_15-contigs.fa,77.23,2.44,9.09,2029068,5625
human1_concoct_10_refined_2_Bin_2_16-contigs.fa,80.28,0.53,100.0,2837056,34382
human1_concoct_10_refined_2_Bin_2_17-contigs.fa,87.18,2.22,0.0,2527434,73327
human1_concoct_10_refined_2_Bin_2_18_1-contigs.fa,83.89,0.02,100.0,2868629,31283
human1_concoct_10_refined_2_Bin_2_19-contigs.fa,89.22,0.95,50.0,2825025,41024
human1_concoct_10_refined_2_Bin_2_20-contigs.fa,86.12,1.92,50.0,2928968,8147
human1_concoct_10_refined_2_Bin_2_21-contigs.fa,95.19,0.0,0.0,2688401,34405
human1_concoct_10_refined_2_Bin_2_22_1-contigs.fa,24.28,2.37,16.67,1403922,13237
human1_concoct_10_refined_2_Bin_2_23-contigs.fa,85.7,4.77,77.78,2274661,7367
human1_concoct_10_refined_2_Bin_2_24_1-contigs.fa,97.47,1.9,33.33,2672466,17008
human1_concoct_10_refined_2_Bin_2_25-contigs.fa,92.17,2.22,16.67,2811206,29567
human1_concoct_10_refined_2_Bin_2_26-contigs.fa,70.47,1.38,0.0,2565007,74723
human1_concoct_10_refined_2_Bin_2_2_1-contigs.fa,77.52,1.36,33.33,2154142,49542
human1_concoct_10_refined_2_Bin_2_3-contigs.fa,82.39,1.66,25.0,2346947,18763
human1_concoct_10_refined_2_Bin_2_4-contigs.fa,92.92,0.89,0.0,2305640,110018
human1_concoct_10_refined_2_Bin_2_5_1-contigs.fa,90.49,0.03,100.0,2863464,50139
human1_concoct_10_refined_2_Bin_2_6-contigs.fa,89.47,1.13,50.0,2829429,57561
human1_concoct_10_refined_2_Bin_2_7-contigs.fa,84.22,1.27,0.0,3102696,51634
human1_concoct_10_refined_2_Bin_2_8_1-contigs.fa,90.13,0.32,0.0,3200917,66942
human1_concoct_10_refined_2_Bin_2_9-contigs.fa,75.59,0.0,0.0,2280065,18233
human1_concoct_10_refined_2_Bin_3_10_1-contigs.fa,96.23,0.13,100.0,3224435,115067
human1_concoct_10_refined_2_Bin_3_1_1-contigs.fa,76.99,0.0,0.0,2330504,4903
human1_concoct_10_refined_2_Bin_3_2_1-contigs.fa,86.31,0.24,0.0,2947848,67484
human1_concoct_10_refined_2_Bin_3_3-contigs.fa,88.99,0.22,50.0,2059114,33970
human1_concoct_10_refined_2_Bin_3_4-contigs.fa,81.94,1.69,75.0,2603705,19181
human1_concoct_10_refined_2_Bin_3_5_1-contigs.fa,100.0,0.13,100.0,2500074,56032
human1_concoct_10_refined_2_Bin_3_6_1-contigs.fa,99.11,0.47,0.0,4008322,199739
human1_concoct_10_refined_2_Bin_3_7-contigs.fa,93.29,1.92,60.0,2149233,15999
human1_concoct_10_refined_2_Bin_3_8_1-contigs.fa,73.16,0.0,0.0,2043702,23654
human1_concoct_10_refined_2_Bin_3_9-contigs.fa,99.3,0.0,0.0,2707485,29576
human1_concoct_10_refined_2_Bin_4_10-contigs.fa,96.2,2.14,60.0,2501960,68390
human1_concoct_10_refined_2_Bin_4_11_1-contigs.fa,97.32,0.67,0.0,2497353,95743
human1_concoct_10_refined_2_Bin_4_13_1-contigs.fa,97.83,1.59,0.0,2686037,102564
human1_concoct_10_refined_2_Bin_4_1_1-contigs.fa,97.26,0.68,0.0,2969402,71697
human1_concoct_10_refined_2_Bin_4_2-contigs.fa,94.06,2.11,66.67,2684320,53332
human1_concoct_10_refined_2_Bin_4_4-contigs.fa,34.3,2.22,0.0,898954,98398
human1_concoct_10_refined_2_Bin_4_5-contigs.fa,87.96,3.44,25.0,2715127,18150
human1_concoct_10_refined_2_Bin_4_6-contigs.fa,62.45,0.29,100.0,1855924,63932
human1_concoct_10_refined_2_Bin_4_7-contigs.fa,89.15,3.22,40.0,2827277,26960
human1_concoct_10_refined_2_Bin_4_8-contigs.fa,87.72,1.04,75.0,2563847,118207
human1_concoct_10_refined_2_Bin_4_9_1-contigs.fa,92.12,0.92,66.67,2905871,57554
human1_concoct_10_refined_2_Bin_5_1-contigs.fa,31.6,0.48,0.0,2085414,33800
human1_concoct_10_refined_2_Bin_5_10_1-contigs.fa,91.42,2.27,71.43,2497863,23615
human1_concoct_10_refined_2_Bin_5_11_1-contigs.fa,97.7,7.17,0.0,5515835,70599
human1_concoct_10_refined_2_Bin_5_12-contigs.fa,94.52,2.77,33.33,2981952,35414
human1_concoct_10_refined_2_Bin_5_13_1-contigs.fa,71.2,3.11,45.45,1865165,41738
human1_concoct_10_refined_2_Bin_5_14-contigs.fa,93.11,1.43,60.0,3754911,47983
human1_concoct_10_refined_2_Bin_5_15_1-contigs.fa,87.85,3.38,57.89,2377768,16262
human1_concoct_10_refined_2_Bin_5_2-contigs.fa,98.49,0.98,56.25,6614647,62022
human1_concoct_10_refined_2_Bin_5_3-contigs.fa,80.23,3.63,50.0,2485841,26862
human1_concoct_10_refined_2_Bin_5_4-contigs.fa,94.59,3.25,78.95,4557385,14560
human1_concoct_10_refined_2_Bin_5_5-contigs.fa,97.99,1.34,0.0,3128887,116356
human1_concoct_10_refined_2_Bin_5_6_1-contigs.fa,73.86,4.49,63.64,2316678,28509
human1_concoct_10_refined_2_Bin_5_7_1-contigs.fa,97.56,2.44,0.0,3455343,92772
human1_concoct_10_refined_2_Bin_5_8-contigs.fa,92.21,4.56,53.85,4086663,31157
human1_concoct_10_refined_2_Bin_5_9-contigs.fa,43.7,1.27,0.0,1403519,23389
human1_concoct_10_refined_2_Bin_6_1-contigs.fa,100.0,0.07,100.0,3334156,171855
human1_concoct_10_refined_2_Bin_6_10-contigs.fa,89.8,3.55,83.33,5748086,27883
human1_concoct_10_refined_2_Bin_6_11-contigs.fa,96.64,1.11,33.33,5725674,51902
human1_concoct_10_refined_2_Bin_6_12-contigs.fa,87.02,0.0,0.0,2811224,104341
human1_concoct_10_refined_2_Bin_6_13-contigs.fa,95.89,0.95,66.67,6308431,126973
human1_concoct_10_refined_2_Bin_6_14-contigs.fa,96.11,0.63,100.0,1566262,82543
human1_concoct_10_refined_2_Bin_6_15-contigs.fa,98.84,3.62,12.5,4910826,95491
human1_concoct_10_refined_2_Bin_6_16_1-contigs.fa,88.23,1.76,66.67,5484393,23627
human1_concoct_10_refined_2_Bin_6_2-contigs.fa,96.95,0.0,0.0,1573965,142676
human1_concoct_10_refined_2_Bin_6_3-contigs.fa,98.87,0.0,0.0,3177433,223877
human1_concoct_10_refined_2_Bin_6_4-contigs.fa,99.91,0.61,50.0,2381595,81009
human1_concoct_10_refined_2_Bin_6_5_1-contigs.fa,97.74,0.09,100.0,3338604,225010
human1_concoct_10_refined_2_Bin_6_6-contigs.fa,100.0,0.0,0.0,2713585,136340
human1_concoct_10_refined_2_Bin_6_7-contigs.fa,95.22,0.34,100.0,2899475,43648
human1_concoct_10_refined_2_Bin_6_8-contigs.fa,93.55,1.69,66.67,3502005,154581
human1_concoct_10_refined_2_Bin_6_9_1-contigs.fa,90.36,1.36,0.0,2689357,14795
human1_concoct_10_refined_2_Bin_7_1-contigs.fa,98.8,0.27,50.0,1737122,77171
human1_concoct_10_refined_2_Bin_7_2-contigs.fa,97.78,0.63,0.0,1908454,79219
human1_concoct_10_refined_2_Bin_7_3-contigs.fa,99.77,1.85,18.18,7468795,59071
human1_concoct_10_refined_2_Bin_7_4_1-contigs.fa,88.93,2.77,86.67,3852628,11499
human1_concoct_10_refined_2_Bin_7_5_1-contigs.fa,100.0,0.0,0.0,3844059,353187
human1_concoct_10_refined_2_Bin_8_1-contigs.fa,90.46,2.76,33.33,5750593,9286
human1_concoct_10_refined_2_Bin_8_2-contigs.fa,82.86,3.49,40.0,2894617,8577
