Gene_1	Gene_2	Gene_1_group	Gene_2_group	Identity	end_match	full_length_match
D43_maxbin.009.fasta.contigs_01891	D43_maxbin.025.fasta.contigs_01079	Q	AU	93.605	no	no
D43_maxbin.009.fasta.contigs_01892	D43_maxbin.025.fasta.contigs_01080	Q	AU	95.305	no	no
D43_maxbin.009.fasta.contigs_01923	C-1_maxbin.030.fasta.contigs_02462	Q	R	88.153	no	no
D43_maxbin.009.fasta.contigs_01952	D43_maxbin.120.fasta.contigs_03928	Q	AQ	97.487	no	yes
D43_maxbin.009.fasta.contigs_01987	D43_maxbin.007.fasta.contigs_00661	Q	AQ	82.008	no	no
D43_maxbin.009.fasta.contigs_01996	D43_maxbin.047.fasta.contigs_02082	Q	BD	80.104	no	no
D43_maxbin.009.fasta.contigs_02027	D43_maxbin.007.fasta.contigs_03068	Q	AQ	80.546	no	no
D43_maxbin.009.fasta.contigs_02028	D43_maxbin.007.fasta.contigs_03069	Q	AQ	79.805	no	no
D43_maxbin.009.fasta.contigs_02029	D43_maxbin.047.fasta.contigs_02699	Q	BD	79.41	no	no
D43_maxbin.009.fasta.contigs_02030	D43_maxbin.062.fasta.contigs_00642	Q	C	78.933	no	no
D43_maxbin.009.fasta.contigs_02083	D43_maxbin.062.fasta.contigs_01718	Q	C	79.304	no	no
D43_maxbin.009.fasta.contigs_02085	D43_maxbin.062.fasta.contigs_01720	Q	C	84.615	no	no
D43_maxbin.009.fasta.contigs_02139	D43_maxbin.007.fasta.contigs_01608	Q	AQ	85.296	no	no
D43_maxbin.009.fasta.contigs_02155	D43_maxbin.025.fasta.contigs_02419	Q	AU	88.298	no	yes
D43_maxbin.009.fasta.contigs_02156	D43_maxbin.025.fasta.contigs_02418	Q	AU	83.882	no	yes
D43_maxbin.009.fasta.contigs_02187	D43_maxbin.025.fasta.contigs_00239	Q	AU	83.7	no	yes
D43_maxbin.009.fasta.contigs_02209	D43_maxbin.007.fasta.contigs_01886	Q	AQ	79.719	no	no
D43_maxbin.009.fasta.contigs_02222	C-1_maxbin.032.fasta.contigs_02500	Q	S	99.5	no	yes
D43_maxbin.009.fasta.contigs_02223	C-1_maxbin.032.fasta.contigs_02501	Q	S	99.313	no	yes
D43_maxbin.009.fasta.contigs_02225	C-1_maxbin.032.fasta.contigs_02504	Q	S	100.0	no	yes
D43_maxbin.009.fasta.contigs_02228	C-1_maxbin.032.fasta.contigs_02507	Q	S	100.0	no	yes
D43_maxbin.009.fasta.contigs_02351	D43_maxbin.047.fasta.contigs_02264	Q	BD	83.96	no	no
D43_maxbin.009.fasta.contigs_02445	D43_maxbin.007.fasta.contigs_01018	Q	AQ	78.947	no	no
D43_maxbin.009.fasta.contigs_02486	C-1_metabat2.104.fa.contigs_00220	Q	AC	80.667	no	no
D43_maxbin.009.fasta.contigs_02504	C-1_maxbin.030.fasta.contigs_03356	Q	R	87.287	no	no
D43_maxbin.009.fasta.contigs_02505	C-1_maxbin.030.fasta.contigs_03355	Q	R	88.264	no	no
D43_maxbin.009.fasta.contigs_02550	D43_maxbin.057.fasta.contigs_02155	Q	BG	77.814	no	no
D43_maxbin.009.fasta.contigs_02562	D43_maxbin.047.fasta.contigs_02173	Q	BD	80.998	no	no
D43_maxbin.009.fasta.contigs_02578	D43_maxbin.062.fasta.contigs_02794	Q	C	96.617	no	yes
D43_maxbin.009.fasta.contigs_02583	D43_maxbin.007.fasta.contigs_00125	Q	AQ	83.333	no	no
D43_maxbin.009.fasta.contigs_02614	D43_maxbin.025.fasta.contigs_01093	Q	AU	85.742	no	no
D43_maxbin.011.fasta.contigs_00346	D43_maxbin.006.fasta.contigs_00988	AR	AP	81.807	no	no
D43_maxbin.011.fasta.contigs_00698	D43_maxbin.004.fasta.contigs_00954	AR	AN	89.432	no	yes
D43_maxbin.011.fasta.contigs_00783	D43_maxbin.068.fasta.contigs_01998	AR	BI	78.967	no	no
D43_maxbin.014.fasta.contigs_00022	C-1_maxbin.016.fasta.contigs_01539	A	I	95.569	no	yes
D43_maxbin.014.fasta.contigs_00046	D43_maxbin.005.fasta.contigs_00866	A	AO	98.742	no	no
D43_maxbin.014.fasta.contigs_00085	D43_maxbin.035.fasta.contigs_01931	A	AZ	82.378	yes	no
D43_maxbin.014.fasta.contigs_00119	D43_maxbin.035.fasta.contigs_02233	A	AZ	82.456	no	no
D43_maxbin.014.fasta.contigs_00170	D38_maxbin.008.fasta.contigs_00659	A	AK	92.804	no	yes
D43_maxbin.014.fasta.contigs_00182	D38_maxbin.011.fasta.contigs_03328	A	AK	93.265	no	no
D43_maxbin.014.fasta.contigs_00189	D38_maxbin.008.fasta.contigs_01933	A	AK	91.531	no	yes
D43_maxbin.014.fasta.contigs_00190	D38_maxbin.008.fasta.contigs_01934	A	AK	94.118	no	yes
D43_maxbin.014.fasta.contigs_00206	D43_maxbin.035.fasta.contigs_01769	A	AZ	88.506	no	no
D43_maxbin.014.fasta.contigs_00207	C-1_maxbin.024.fasta.contigs_00790	A	O	88.861	no	no
D43_maxbin.014.fasta.contigs_00208	D43_maxbin.035.fasta.contigs_00770	A	AZ	83.28	no	no
D43_maxbin.014.fasta.contigs_00209	D43_maxbin.035.fasta.contigs_00905	A	AZ	87.249	yes	no
D43_maxbin.014.fasta.contigs_00273	D38_maxbin.010.fasta.contigs_04996	A	G	95.802	no	yes
D43_maxbin.014.fasta.contigs_00274	D38_maxbin.010.fasta.contigs_04995	A	G	96.016	no	yes
D43_maxbin.014.fasta.contigs_00282	D43_maxbin.035.fasta.contigs_00384	A	AZ	88.087	no	no
D43_maxbin.014.fasta.contigs_00326	C-1_maxbin.016.fasta.contigs_00554	A	I	96.393	yes	no
D43_maxbin.014.fasta.contigs_00328	C-1_maxbin.016.fasta.contigs_00552	A	I	95.304	yes	no
D43_maxbin.014.fasta.contigs_00367	D38_maxbin.011.fasta.contigs_03336	A	AK	91.365	no	yes
D43_maxbin.014.fasta.contigs_00621	C-1_maxbin.030.fasta.contigs_01503	A	R	76.067	no	no
D43_maxbin.014.fasta.contigs_00643	D38_maxbin.011.fasta.contigs_02819	A	AK	96.892	no	yes
D43_maxbin.014.fasta.contigs_00753	D38_maxbin.010.fasta.contigs_03592	A	G	98.157	no	yes
D43_maxbin.014.fasta.contigs_00755	D43_maxbin.064.fasta.contigs_00196	A	AK	91.95	yes	no
D43_maxbin.014.fasta.contigs_00756	D43_maxbin.064.fasta.contigs_00197	A	AK	90.741	yes	no
D43_maxbin.014.fasta.contigs_00863	D43_maxbin.062.fasta.contigs_03141	A	C	80.262	no	no
D43_maxbin.014.fasta.contigs_00885	D43_maxbin.067.fasta.contigs_00233	A	O	79.121	no	no
D43_maxbin.014.fasta.contigs_00908	D38_maxbin.010.fasta.contigs_04996	A	G	91.479	yes	no
D43_maxbin.014.fasta.contigs_00909	D38_maxbin.010.fasta.contigs_04997	A	G	95.8	yes	no
D43_maxbin.014.fasta.contigs_00969	C-1_maxbin.015.fasta.contigs_01862	A	H	87.5	no	yes
D43_maxbin.014.fasta.contigs_01050	D38_maxbin.008.fasta.contigs_00480	A	AK	94.864	no	yes
D43_maxbin.014.fasta.contigs_01053	D43_maxbin.004.fasta.contigs_01503	A	AN	81.462	no	no
D43_maxbin.014.fasta.contigs_01055	C-1_maxbin.016.fasta.contigs_00402	A	I	96.806	no	yes
D43_maxbin.014.fasta.contigs_01068	D43_maxbin.067.fasta.contigs_00578	A	O	79.454	no	no
D43_maxbin.014.fasta.contigs_01082	D38_maxbin.011.fasta.contigs_03351	A	AK	94.85	no	yes
D43_maxbin.014.fasta.contigs_01195	D38_maxbin.010.fasta.contigs_04996	A	G	99.012	no	yes
D43_maxbin.014.fasta.contigs_01212	C-1_maxbin.004.fasta.contigs_00349	A	C	100.0	no	yes
D43_maxbin.014.fasta.contigs_01216	D38_maxbin.011.fasta.contigs_02585	A	AK	94.595	no	no
D43_maxbin.014.fasta.contigs_01219	D38_maxbin.009.fasta.contigs_01492	A	E	87.037	no	no
D43_maxbin.014.fasta.contigs_01220	D43_maxbin.161.fasta.contigs_02330	A	BS	94.561	no	no
D43_maxbin.014.fasta.contigs_01225	D38_maxbin.011.fasta.contigs_03332	A	AK	90.323	no	no
D43_maxbin.014.fasta.contigs_01229	D38_maxbin.011.fasta.contigs_02596	A	AK	93.135	no	no
D43_maxbin.014.fasta.contigs_01270	D38_maxbin.011.fasta.contigs_01825	A	AK	94.04	yes	no
D43_maxbin.014.fasta.contigs_01271	C-1_maxbin.015.fasta.contigs_02421	A	H	100.0	no	yes
D43_maxbin.014.fasta.contigs_01272	C-1_maxbin.015.fasta.contigs_02420	A	H	95.64	no	yes
D43_maxbin.014.fasta.contigs_01288	D38_maxbin.011.fasta.contigs_01825	A	AK	91.435	no	yes
D43_maxbin.014.fasta.contigs_01292	C-1_maxbin.016.fasta.contigs_00454	A	I	91.617	no	yes
D43_maxbin.014.fasta.contigs_01293	C-1_maxbin.016.fasta.contigs_00455	A	I	89.498	no	yes
D43_maxbin.014.fasta.contigs_01339	C-1_maxbin.016.fasta.contigs_00452	A	I	88.672	no	no
D43_maxbin.014.fasta.contigs_01410	D38_maxbin.011.fasta.contigs_01825	A	AK	90.786	yes	no
D43_maxbin.015.fasta.contigs_00278	C-1_maxbin.004.fasta.contigs_01975	A	C	98.738	no	no
D43_maxbin.015.fasta.contigs_01551	C-1_maxbin.004.fasta.contigs_01968	A	C	98.507	no	no
D43_maxbin.015.fasta.contigs_01552	C-1_maxbin.004.fasta.contigs_01969	A	C	99.32	no	no
D43_maxbin.015.fasta.contigs_01553	C-1_maxbin.004.fasta.contigs_01970	A	C	99.465	no	no
D43_maxbin.015.fasta.contigs_01554	C-1_maxbin.004.fasta.contigs_01971	A	C	99.696	no	no
D43_maxbin.015.fasta.contigs_01555	C-1_maxbin.004.fasta.contigs_01972	A	C	98.297	no	no
D43_maxbin.015.fasta.contigs_01556	C-1_maxbin.004.fasta.contigs_01973	A	C	99.177	no	no
D43_maxbin.015.fasta.contigs_01557	C-1_maxbin.004.fasta.contigs_01974	A	C	99.423	no	no
D43_maxbin.018.fasta.contigs_00004	C-1_maxbin.004.fasta.contigs_02764	D	C	87.045	yes	no
D43_maxbin.018.fasta.contigs_00016	C-1_maxbin.032.fasta.contigs_02064	D	S	80.478	no	no
D43_maxbin.018.fasta.contigs_00017	C-1_maxbin.032.fasta.contigs_02063	D	S	80.488	no	no
D43_maxbin.018.fasta.contigs_00063	D43_maxbin.084.fasta.contigs_02493	D	I	84.393	no	yes
D43_maxbin.018.fasta.contigs_00074	D43_maxbin.009.fasta.contigs_00123	D	Q	97.189	yes	no
D43_maxbin.018.fasta.contigs_00076	D43_maxbin.009.fasta.contigs_02091	D	Q	95.185	no	yes
D43_maxbin.018.fasta.contigs_00077	D43_maxbin.009.fasta.contigs_02092	D	Q	95.667	no	yes
D43_maxbin.018.fasta.contigs_00083	D43_maxbin.120.fasta.contigs_03269	D	AQ	81.093	no	no
D43_maxbin.018.fasta.contigs_00094	D43_maxbin.041.fasta.contigs_01989	D	Q	86.061	no	no
D43_maxbin.018.fasta.contigs_00146	D43_maxbin.065.fasta.contigs_02445	D	BH	80.743	no	no
D43_maxbin.018.fasta.contigs_00176	D38_maxbin.011.fasta.contigs_02917	D	AK	96.716	no	yes
D43_maxbin.018.fasta.contigs_00178	C-1_maxbin.041.fasta.contigs_01508	D	X	83.283	no	yes
D43_maxbin.018.fasta.contigs_00189	C-1_maxbin.018.fasta.contigs_03154	D	K	79.094	no	no
D43_maxbin.018.fasta.contigs_00195	C-1_metabat2.43.fa.contigs_00358	D	AD	79.369	no	no
D43_maxbin.018.fasta.contigs_00223	D43_maxbin.025.fasta.contigs_01117	D	AU	93.44	no	no
D43_maxbin.018.fasta.contigs_00230	D43_maxbin.041.fasta.contigs_01851	D	Q	81.411	no	no
D43_maxbin.018.fasta.contigs_00232	D43_maxbin.041.fasta.contigs_01853	D	Q	85.644	no	no
D43_maxbin.018.fasta.contigs_00234	D43_maxbin.041.fasta.contigs_01855	D	Q	81.418	no	no
D43_maxbin.018.fasta.contigs_00244	D43_maxbin.041.fasta.contigs_01865	D	Q	82.816	no	no
D43_maxbin.018.fasta.contigs_00245	D43_maxbin.041.fasta.contigs_01866	D	Q	81.655	no	no
D43_maxbin.018.fasta.contigs_00281	D38_maxbin.011.fasta.contigs_04074	D	AK	84.04	no	no
D43_maxbin.018.fasta.contigs_00296	C-1_maxbin.004.fasta.contigs_02777	D	C	78.939	no	no
D43_maxbin.018.fasta.contigs_00327	D43_maxbin.025.fasta.contigs_03126	D	AU	93.523	no	no
D43_maxbin.018.fasta.contigs_00346	C-1_maxbin.019.fasta.contigs_00731	D	L	99.275	no	no
D43_maxbin.018.fasta.contigs_00361	C-1_maxbin.041.fasta.contigs_01122	D	X	89.057	no	no
D43_maxbin.018.fasta.contigs_00366	C-1_maxbin.004.fasta.contigs_02215	D	C	98.829	yes	no
D43_maxbin.018.fasta.contigs_00369	C-1_maxbin.041.fasta.contigs_01530	D	X	80.201	no	yes
D43_maxbin.018.fasta.contigs_00371	D43_maxbin.007.fasta.contigs_01324	D	AQ	96.557	no	yes
D43_maxbin.018.fasta.contigs_00372	D43_maxbin.007.fasta.contigs_01157	D	AQ	87.554	no	no
D43_maxbin.018.fasta.contigs_00409	C-1_maxbin.018.fasta.contigs_01452	D	K	97.311	no	no
D43_maxbin.018.fasta.contigs_00452	C-1_maxbin.023.fasta.contigs_01319	D	N	75.776	no	no
D43_maxbin.018.fasta.contigs_00471	D43_maxbin.062.fasta.contigs_02535	D	C	81.279	no	no
D43_maxbin.018.fasta.contigs_00492	C-1_maxbin.030.fasta.contigs_00318	D	R	99.517	no	no
D43_maxbin.018.fasta.contigs_00493	D43_maxbin.025.fasta.contigs_01121	D	AU	87.597	no	no
D43_maxbin.018.fasta.contigs_00545	D43_maxbin.041.fasta.contigs_01593	D	Q	85.701	no	no
D43_maxbin.018.fasta.contigs_00550	D38_maxbin.013.fasta.contigs_01392	D	AL	97.297	no	no
D43_maxbin.018.fasta.contigs_00554	C-1_metabat2.47.fa_sub.contigs_00327	D	AC	78.668	no	no
D43_maxbin.018.fasta.contigs_00622	D43_maxbin.007.fasta.contigs_01391	D	AQ	94.345	yes	no
D43_maxbin.018.fasta.contigs_00648	D43_maxbin.007.fasta.contigs_00378	D	AQ	89.158	yes	no
D43_maxbin.018.fasta.contigs_00677	D43_maxbin.047.fasta.contigs_02521	D	BD	78.629	no	no
D43_maxbin.018.fasta.contigs_00693	C-1_maxbin.032.fasta.contigs_02776	D	S	91.515	no	no
D43_maxbin.018.fasta.contigs_00698	D43_maxbin.065.fasta.contigs_01465	D	BH	80.294	no	no
D43_maxbin.018.fasta.contigs_00706	C-1_maxbin.030.fasta.contigs_02249	D	R	78.71	no	no
D43_maxbin.018.fasta.contigs_00716	C-1_metabat2.79.fa.contigs_00611	D	AF	79.121	no	no
D43_maxbin.018.fasta.contigs_00721	C-1_metabat2.79.fa.contigs_00616	D	AF	86.82	no	no
D43_maxbin.018.fasta.contigs_00782	D43_maxbin.065.fasta.contigs_01911	D	BH	81.792	no	no
D43_maxbin.018.fasta.contigs_00786	C-1_maxbin.030.fasta.contigs_00002	D	R	85.936	no	yes
D43_maxbin.018.fasta.contigs_00796	D43_maxbin.084.fasta.contigs_00747	D	I	91.71	no	yes
D43_maxbin.018.fasta.contigs_00798	C-1_maxbin.018.fasta.contigs_02755	D	K	97.619	yes	no
D43_maxbin.018.fasta.contigs_00809	C-1_maxbin.030.fasta.contigs_04009	D	R	85.238	no	no
D43_maxbin.018.fasta.contigs_00879	C-1_metabat2.104.fa.contigs_00962	D	AC	79.643	no	no
D43_maxbin.018.fasta.contigs_00885	D43_maxbin.062.fasta.contigs_02794	D	C	81.23	no	no
D43_maxbin.018.fasta.contigs_00886	D43_maxbin.009.fasta.contigs_02577	D	Q	80.369	no	no
D43_maxbin.018.fasta.contigs_00893	C-1_maxbin.018.fasta.contigs_00060	D	K	99.25	no	no
D43_maxbin.018.fasta.contigs_00897	D43_maxbin.065.fasta.contigs_01497	D	BH	79.354	no	no
D43_maxbin.018.fasta.contigs_00946	C-1_metabat2.18.fa_sub.contigs_00018	D	Q	81.221	no	no
D43_maxbin.018.fasta.contigs_00970	C-1_maxbin.030.fasta.contigs_03270	D	R	84.281	no	no
D43_maxbin.018.fasta.contigs_00972	C-1_maxbin.030.fasta.contigs_03268	D	R	79.045	no	no
D43_maxbin.018.fasta.contigs_01002	C-1_maxbin.030.fasta.contigs_01495	D	R	80.344	no	no
D43_maxbin.018.fasta.contigs_01015	D43_maxbin.065.fasta.contigs_01619	D	BH	79.452	no	no
D43_maxbin.018.fasta.contigs_01053	D43_maxbin.047.fasta.contigs_00909	D	BD	79.574	no	no
D43_maxbin.018.fasta.contigs_01054	D43_maxbin.047.fasta.contigs_00910	D	BD	81.25	no	no
D43_maxbin.018.fasta.contigs_01061	D43_maxbin.047.fasta.contigs_00917	D	BD	81.517	no	no
D43_maxbin.018.fasta.contigs_01063	D43_maxbin.047.fasta.contigs_00919	D	BD	79.167	no	no
D43_maxbin.018.fasta.contigs_01115	D43_maxbin.041.fasta.contigs_00925	D	Q	81.901	no	no
D43_maxbin.018.fasta.contigs_01116	D43_maxbin.065.fasta.contigs_01119	D	BH	81.377	no	no
D43_maxbin.018.fasta.contigs_01118	C-1_maxbin.032.fasta.contigs_01051	D	S	99.374	yes	no
D43_maxbin.018.fasta.contigs_01119	C-1_maxbin.032.fasta.contigs_01052	D	S	99.384	yes	no
D43_maxbin.018.fasta.contigs_01120	C-1_maxbin.032.fasta.contigs_01053	D	S	99.735	yes	no
D43_maxbin.018.fasta.contigs_01121	C-1_maxbin.032.fasta.contigs_01054	D	S	99.497	yes	no
D43_maxbin.018.fasta.contigs_01172	D43_maxbin.084.fasta.contigs_01835	D	I	85.345	no	yes
D43_maxbin.018.fasta.contigs_01190	C-1_maxbin.004.fasta.contigs_03035	D	C	96.389	no	no
D43_maxbin.018.fasta.contigs_01194	C-1_maxbin.032.fasta.contigs_01713	D	S	79.307	no	no
D43_maxbin.018.fasta.contigs_01207	C-1_maxbin.015.fasta.contigs_01843	D	H	75.61	no	no
D43_maxbin.018.fasta.contigs_01212	D43_maxbin.007.fasta.contigs_01374	D	AQ	79.124	no	no
D43_maxbin.018.fasta.contigs_01213	D43_maxbin.161.fasta.contigs_02083	D	BS	84.119	no	no
D43_maxbin.018.fasta.contigs_01227	D43_maxbin.009.fasta.contigs_02364	D	Q	83.55	no	no
D43_maxbin.018.fasta.contigs_01228	C-1_maxbin.030.fasta.contigs_03358	D	R	97.17	yes	no
D43_maxbin.018.fasta.contigs_01229	C-1_maxbin.030.fasta.contigs_03357	D	R	89.465	yes	no
D43_maxbin.018.fasta.contigs_01240	D43_maxbin.065.fasta.contigs_00197	D	BH	80.412	no	no
D43_maxbin.018.fasta.contigs_01274	C-1_metabat2.79.fa.contigs_00425	D	AF	79.684	no	no
D43_maxbin.018.fasta.contigs_01277	C-1_maxbin.035.fasta.contigs_00603	D	T	99.779	no	no
D43_maxbin.018.fasta.contigs_01292	C-1_metabat2.47.fa_sub.contigs_00033	D	AC	81.404	no	yes
D43_maxbin.018.fasta.contigs_01293	D43_metabat2.151.fa.contigs_00197	D	BV	82.568	no	yes
D43_maxbin.018.fasta.contigs_01328	D43_maxbin.065.fasta.contigs_01919	D	BH	81.092	no	no
D43_maxbin.018.fasta.contigs_01371	D43_maxbin.007.fasta.contigs_02661	D	AQ	95.095	no	no
D43_maxbin.018.fasta.contigs_01378	D43_maxbin.065.fasta.contigs_00419	D	BH	79.365	no	no
D43_maxbin.018.fasta.contigs_01431	D43_maxbin.009.fasta.contigs_01612	D	Q	84.284	no	no
D43_maxbin.018.fasta.contigs_01435	D43_maxbin.120.fasta.contigs_03694	D	AQ	86.495	no	no
D43_maxbin.018.fasta.contigs_01486	C-1_maxbin.041.fasta.contigs_01508	D	X	82.675	no	yes
D43_maxbin.018.fasta.contigs_01495	D43_maxbin.007.fasta.contigs_01162	D	AQ	92.593	no	yes
D43_maxbin.018.fasta.contigs_01501	C-1_maxbin.026.fasta_sub.contigs_00019	D	Q	84.744	no	no
D43_maxbin.018.fasta.contigs_01513	D43_maxbin.062.fasta.contigs_03054	D	C	96.042	no	yes
D43_maxbin.018.fasta.contigs_01515	D43_maxbin.062.fasta.contigs_03052	D	C	92.747	no	yes
D43_maxbin.018.fasta.contigs_01516	D43_maxbin.062.fasta.contigs_03051	D	C	93.003	no	yes
D43_maxbin.018.fasta.contigs_01529	D43_maxbin.045.fasta.contigs_00841	D	BC	93.963	no	no
D43_maxbin.018.fasta.contigs_01534	D43_maxbin.062.fasta.contigs_01223	D	C	83.88	yes	no
D43_maxbin.018.fasta.contigs_01535	D43_maxbin.062.fasta.contigs_01224	D	C	81.333	yes	no
D43_maxbin.018.fasta.contigs_01536	D43_maxbin.062.fasta.contigs_01225	D	C	89.427	yes	no
D43_maxbin.018.fasta.contigs_01543	D43_maxbin.065.fasta.contigs_02652	D	BH	84.78	no	no
D43_maxbin.018.fasta.contigs_01584	C-1_maxbin.041.fasta.contigs_01531	D	X	80.126	no	no
D43_maxbin.018.fasta.contigs_01639	D38_maxbin.011.fasta.contigs_02921	D	AK	93.841	no	yes
D43_maxbin.018.fasta.contigs_01643	D43_maxbin.062.fasta.contigs_02534	D	C	78.7	no	no
D43_maxbin.018.fasta.contigs_01644	D43_maxbin.057.fasta.contigs_00801	D	BG	80.0	no	no
D43_maxbin.018.fasta.contigs_01652	D38_maxbin.011.fasta.contigs_00622	D	AK	75.603	no	no
D43_maxbin.018.fasta.contigs_01656	C-1_maxbin.004.fasta.contigs_00689	D	C	92.929	no	no
D43_maxbin.018.fasta.contigs_01692	D43_maxbin.007.fasta.contigs_02436	D	AQ	81.395	no	no
D43_maxbin.018.fasta.contigs_01697	D43_maxbin.025.fasta.contigs_02761	D	AU	94.265	no	no
D43_maxbin.018.fasta.contigs_01729	D43_maxbin.065.fasta.contigs_02440	D	BH	81.147	no	no
D43_maxbin.018.fasta.contigs_01831	D43_maxbin.065.fasta.contigs_02327	D	BH	83.796	no	yes
D43_maxbin.018.fasta.contigs_01846	C-1_maxbin.032.fasta.contigs_00466	D	S	81.613	no	no
D43_maxbin.018.fasta.contigs_01893	D43_maxbin.062.fasta.contigs_00003	D	C	84.475	no	yes
D43_maxbin.018.fasta.contigs_01896	C-1_maxbin.004.fasta.contigs_00803	D	C	83.439	no	no
D43_maxbin.018.fasta.contigs_01899	D38_maxbin.008.fasta.contigs_00364	D	AK	92.208	no	no
D43_maxbin.018.fasta.contigs_01905	D43_maxbin.062.fasta.contigs_00642	D	C	84.128	no	no
D43_maxbin.018.fasta.contigs_01914	C-1_metabat2.79.fa.contigs_00489	D	AF	82.039	no	no
D43_maxbin.018.fasta.contigs_01915	D43_maxbin.062.fasta.contigs_01690	D	C	80.779	no	no
D43_maxbin.018.fasta.contigs_01937	D43_maxbin.007.fasta.contigs_00951	D	AQ	86.739	no	no
D43_maxbin.018.fasta.contigs_01970	D43_maxbin.065.fasta.contigs_02546	D	BH	90.873	yes	no
D43_maxbin.018.fasta.contigs_02009	D43_maxbin.041.fasta.contigs_01190	D	Q	82.479	no	no
D43_maxbin.018.fasta.contigs_02067	D43_maxbin.062.fasta.contigs_01217	D	C	88.333	yes	no
D43_maxbin.018.fasta.contigs_02068	D43_maxbin.062.fasta.contigs_01218	D	C	89.276	yes	no
D43_maxbin.018.fasta.contigs_02069	D43_maxbin.062.fasta.contigs_01219	D	C	93.671	yes	no
D43_maxbin.018.fasta.contigs_02189	C-1_maxbin.018.fasta.contigs_01193	D	K	83.966	no	no
D43_maxbin.018.fasta.contigs_02195	D43_maxbin.041.fasta.contigs_01834	D	Q	79.941	no	no
D43_maxbin.018.fasta.contigs_02219	C-1_maxbin.004.fasta.contigs_02453	D	C	100.0	no	yes
D43_maxbin.018.fasta.contigs_02220	C-1_maxbin.004.fasta.contigs_02452	D	C	100.0	no	yes
D43_maxbin.018.fasta.contigs_02234	C-1_maxbin.026.fasta_sub.contigs_01197	D	Q	89.673	no	yes
D43_maxbin.018.fasta.contigs_02265	C-1_maxbin.026.fasta_sub.contigs_01187	D	Q	89.744	no	yes
D43_maxbin.018.fasta.contigs_02305	C-1_maxbin.030.fasta.contigs_04610	D	R	78.604	no	no
D43_maxbin.018.fasta.contigs_02308	C-1_maxbin.030.fasta.contigs_04613	D	R	78.692	no	no
D43_maxbin.018.fasta.contigs_02320	C-1_maxbin.004.fasta.contigs_00058	D	C	93.49	no	yes
D43_maxbin.018.fasta.contigs_02400	C-1_maxbin.032.fasta.contigs_00964	D	S	81.359	no	no
D43_maxbin.018.fasta.contigs_02456	C-1_maxbin.041.fasta.contigs_01527	D	X	82.949	no	no
D43_maxbin.018.fasta.contigs_02497	D43_maxbin.007.fasta.contigs_01832	D	AQ	78.373	no	no
D43_maxbin.018.fasta.contigs_02525	D43_maxbin.041.fasta.contigs_02120	D	Q	81.319	no	no
D43_maxbin.018.fasta.contigs_02559	D43_maxbin.025.fasta.contigs_01122	D	AU	85.688	yes	no
D43_maxbin.018.fasta.contigs_02561	D43_maxbin.041.fasta.contigs_01380	D	Q	89.088	no	yes
D43_maxbin.018.fasta.contigs_02562	D43_metabat2.151.fa.contigs_00197	D	BV	83.333	no	yes
D43_maxbin.018.fasta.contigs_02563	D43_metabat2.151.fa.contigs_00196	D	BV	86.989	no	yes
D43_maxbin.021.fasta.contigs_00179	D43_maxbin.085.fasta.contigs_03693	AT	BL	80.682	no	no
D43_maxbin.021.fasta.contigs_00477	D43_maxbin.115.fasta.contigs_00425	AT	BO	82.687	yes	no
D43_maxbin.021.fasta.contigs_00556	C-1_maxbin.016.fasta.contigs_01858	AT	I	77.313	no	no
D43_maxbin.021.fasta.contigs_00584	D43_maxbin.025.fasta.contigs_02567	AT	AU	76.17	no	no
D43_maxbin.021.fasta.contigs_00708	C-1_maxbin.051.fasta.contigs_00420	AT	AA	79.861	no	no
D43_maxbin.021.fasta.contigs_00804	C-1_maxbin.051.fasta.contigs_01241	AT	AA	78.932	no	no
D43_maxbin.021.fasta.contigs_00880	C-1_maxbin.051.fasta.contigs_01478	AT	AA	75.175	no	no
D43_maxbin.021.fasta.contigs_00931	C-1_maxbin.051.fasta.contigs_01784	AT	AA	75.419	no	yes
D43_maxbin.021.fasta.contigs_01311	D38_maxbin.001.fasta.contigs_01337	AT	AG	82.47	no	yes
D43_maxbin.021.fasta.contigs_01312	D38_maxbin.001.fasta.contigs_01327	AT	AG	92.143	no	yes
D43_maxbin.021.fasta.contigs_01313	D43_maxbin.029.fasta.contigs_00283	AT	AJ	94.972	yes	no
D43_maxbin.021.fasta.contigs_01487	C-1_maxbin.019.fasta.contigs_00926	AT	L	76.423	no	no
D43_maxbin.021.fasta.contigs_01488	D43_maxbin.085.fasta.contigs_00316	AT	BL	80.387	no	no
D43_maxbin.021.fasta.contigs_01601	D43_metabat2.147.fa.contigs_00498	AT	BU	79.045	no	no
D43_maxbin.021.fasta.contigs_02012	C-1_maxbin.015.fasta.contigs_02201	AT	H	84.27	no	no
D43_maxbin.022.fasta.contigs_00184	D43_maxbin.061.fasta.contigs_00413	AG	BE	87.131	no	yes
D43_maxbin.022.fasta.contigs_00185	D43_maxbin.061.fasta.contigs_00414	AG	BE	86.853	no	yes
D43_maxbin.022.fasta.contigs_00186	D43_maxbin.061.fasta.contigs_00415	AG	BE	87.04	no	yes
D43_maxbin.022.fasta.contigs_00497	D43_maxbin.057.fasta.contigs_00952	AG	BG	96.389	no	yes
D43_maxbin.022.fasta.contigs_00498	D43_maxbin.057.fasta.contigs_00953	AG	BG	92.125	no	yes
